レース場,レース回,風向,風速,波の高さ,級別,3連複_結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
8,0,0,3.0,2.0,3,0,-1.7023695461069228,-0.0700455563431403,-0.990366277239007,1.3459658158458818,0.4349491211179145
8,1,1,3.0,2.0,2,1,0.4550185883299463,0.4983680698351284,-1.0176908342046669,-0.5223371519348091,0.1253924656439002
8,2,0,1.0,1.0,2,0,-0.3691203942242039,-0.1558474065841936,0.4574792100538843,-1.6996176339559066,1.144344270542636
8,3,7,0.0,1.0,2,0,-0.9019354659010324,-1.447405874308869,1.6377149399987874,0.4788549318497707,0.5811838444559265
8,4,4,1.0,1.0,1,1,0.8711614845258672,0.6528414589480469,0.849413808612581,0.9033104206514184,1.0828114425674562
8,5,4,2.0,1.0,2,0,-0.37630797941465,0.7251643136555775,0.632285456936285,-1.6404358247420128,1.3389238540091646
8,6,6,1.0,1.0,2,0,-0.5582016294754003,-0.0630327357588317,-0.8716373356145468,-1.647030403377497,-0.694210134500625
8,7,4,2.0,1.0,2,1,-0.1999467434439222,0.0608096497084959,1.286248050196096,-0.6503379947555898,-1.4150702187455722
8,8,7,0.0,1.0,2,1,1.1024869887732325,0.744121409321416,-0.7052311279633848,-1.4352326738507073,0.8777472595071589
8,9,4,1.0,1.0,2,1,-0.0804948063446203,-0.3780659992915124,0.8673964899357914,0.1343560763113093,-1.5203028496707525
8,10,6,1.0,1.0,2,1,-1.44107797659148,-1.6024874212129592,0.2356306816697265,-0.2836249242728266,0.9991745768300934
8,11,4,1.0,1.0,0,0,-1.779712668465899,-1.2530918806011349,-1.2495470383207503,0.3463332274407719,0.8555794590449228
20,0,6,3.0,3.0,3,0,-1.5151458035475704,-1.6991430875655884,-1.3797765109513007,0.0166185687446564,-0.2507849312877642
20,1,1,2.0,2.0,3,0,-1.6272055351371382,-1.6621960746423066,-0.7850520114186925,0.4508416331728769,-0.6177539459159137
20,2,1,2.0,2.0,1,1,0.0948386731630572,0.8337148213745912,-0.1710467325309692,-1.3368765597167158,-0.4420122177473808
20,3,1,3.0,3.0,1,1,0.9498565027545326,0.7284224956970807,-0.1025139021881724,-0.4240856553491142,-0.3157230126766834
20,4,1,3.0,3.0,0,1,1.4640585186054789,0.7733304634274174,-0.7557497930445022,0.0479045351551287,-1.3669418497887975
20,5,0,2.0,2.0,0,1,1.5038247919704066,1.347450185646092,1.7307920720326369,-0.2016407268625269,-1.506203727753831
20,6,1,3.0,3.0,2,1,0.3852427698074662,0.8465680612734048,-0.0289375469096186,-1.294855653140097,-1.24524411718844
20,7,1,3.0,3.0,0,1,0.7086180022463996,0.8571896885839609,0.6017555599839713,-0.1932784973137378,-1.379317122082701
20,8,1,3.0,3.0,2,0,-0.7300361459767906,-1.461550709197463,0.5983161311923607,-0.8012420673655201,-0.1403033833165755
20,9,1,2.0,2.0,2,0,-0.0736508539278142,0.0721479226530682,-1.3409936200250334,-1.7762080369900193,-0.0719443078836304
20,10,0,2.0,2.0,2,0,-1.2103725217591832,-1.0665210875144857,-1.2358834314217588,1.0078114208180915,0.6030226891555148
20,11,0,1.0,1.0,0,0,0.9706101704648924,0.4465017857406189,-0.5203922028076147,0.1706149279933178,1.3837732586563931
21,0,0,1.0,1.0,2,0,1.0089187832216473,0.9850483161096504,0.4015868627402869,0.2512532677309547,0.7975031508064238
