レース場,レース回,風向,風速,波の高さ,級別,3連複_結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
18,10,2,4.0,2.0,1,1,-0.3194936270771987,-0.6521844134209405,-0.0064973322490451,0.7273459334618263,-0.6350006350009391
18,11,2,3.0,1.0,1,1,0.1696508616056038,-0.1066568340877461,-0.5200767652529809,-0.8904115574377867,0.1888446447597459
8,0,8,1.0,1.0,2,1,0.6510327976824241,1.3876977645899478,1.1762558464045745,-1.7448308475048857,1.561972802626392
8,1,4,2.0,1.0,2,1,0.7073594045409998,0.0621743088972658,-0.1298364388507122,-0.3645614630634696,0.5157106231294037
8,2,4,1.0,1.0,2,0,-0.0139899688714017,0.5768600905377013,-0.9284896243587364,-1.3165813619968136,-0.1035283227527845
8,3,4,1.0,1.0,3,0,-1.4830683778751446,-1.8541713756443363,0.2485052763383426,-1.380030034146409,-1.0184571183711042
8,4,6,1.0,1.0,2,1,-0.2074741246768362,0.1669941293343844,-1.651100250867792,-1.6231131051418393,-0.3435026932863493
8,5,6,1.0,1.0,1,1,0.1045815432952796,-0.0148112426681951,0.3096340594340403,0.4632706663086531,0.2023114627581218
8,6,3,2.0,1.0,2,0,-0.485432852191619,-1.615776094363046,-0.7523309404019545,-0.3827349221732443,-0.2564945880212816
8,7,4,1.0,1.0,0,0,1.163546953924197,1.1855950940103304,-0.664946193141684,0.5400200792626489,-0.0367507997979695
8,8,6,1.0,1.0,2,0,-0.0593646840108662,0.9135608194135793,-1.2989979622199952,0.3043829100044379,-1.0031397251510377
8,9,3,1.0,1.0,0,0,1.2250296688385565,1.0264970621072615,1.1168042895770496,0.0001946402326738,-0.2166756950087227
8,10,6,1.0,1.0,1,0,0.3797335509953314,0.9540227832342886,-0.920774918695354,-1.6535643984870656,-0.55202026064193
8,11,6,1.0,1.0,0,1,1.2403435741410835,1.0568746839818044,-0.3719310235543348,-1.2951299577902835,-1.3543816277164769
6,0,3,3.0,3.0,2,1,-0.9737194610545642,-0.9920165811865412,-0.5092592690639393,-0.5105457963764738,-1.720061910336838
6,1,3,3.0,3.0,3,0,-1.533205444521307,-1.3941473442720476,1.012816332184571,-0.1584311732967501,-0.9006987721462163
6,2,3,3.0,3.0,3,0,-1.5874358550000989,-1.6396968728685244,0.0205803861444811,-0.1588361256656479,-0.749268649265343
6,3,5,3.0,3.0,3,0,-1.5573715418317264,-1.657280233895994,-0.5391616752809312,0.3809158699204737,0.1438886157672423
6,4,5,3.0,3.0,2,0,-1.21565858295476,-1.3383474548812346,-0.2011467572417084,1.4544703910610233,-1.8779421361337891
6,5,5,3.0,3.0,1,0,0.5603327629594294,1.298334339375591,-1.0112325284317012,0.6230337756707748,-0.2047392871946851
6,6,3,3.0,3.0,2,1,0.1382269151272072,0.0251420646435965,-0.2803355278033711,0.1389636737917177,-0.9751549529538632
6,7,3,3.0,3.0,1,1,0.4549381590780103,0.1090097358208915,0.2821267615102976,-1.5984387301317462,-1.6547190813232324
6,8,3,2.0,2.0,2,0,-1.0992900518052773,-1.361779000744617,-0.984123408228755,-0.6185209198286723,0.6320522957570665
6,9,5,3.0,3.0,1,0,0.194594652612419,0.0330145097640874,-1.141897045627972,-0.0263542373651917,0.1107018606924998
6,10,8,3.0,3.0,1,0,-0.2797786154992388,-0.4412554840571531,-1.1474238786869175,-0.1720851108383043,1.1252073061377716
6,11,8,3.0,3.0,0,1,0.0662179752289151,-0.587173840440107,-0.7570655475291715,0.0297001569757456,0.3099652099390343
20,0,3,1.0,1.0,2,1,0.6297827635777249,0.7768653443991282,-1.1278084541450266,-1.5690926643951757,0.2737216604520217
20,1,3,1.0,1.0,2,1,-0.568479412030259,-0.5036994486650219,0.1629586076876036,-1.096415093956856,1.498340707456698
20,2,3,1.0,1.0,3,0,-1.74913275441345,-1.635498508572344,0.0827105955331963,-0.4641943058268317,-0.3314967720658898
20,3,3,1.0,1.0,3,0,-1.7224889556130836,-1.8268967493559405,1.2758601960346152,0.6101574592925675,0.5639913341765961
20,4,3,1.0,1.0,2,1,0.0920454810560783,-0.1662035860548272,0.6454142296985242,-0.5786094810615559,0.3291067136976506
20,5,3,1.0,1.0,2,0,-0.8474127182660071,-0.9126347828254708,0.728104824228084,-1.0187039673999063,0.3120938919661734
20,6,3,1.0,1.0,3,0,-1.9245713422109203,-1.7917243853859537,0.8002595657486323,1.5413134312745926,-0.0895143592549196
20,7,3,1.0,1.0,3,0,-1.894033257912885,-1.8939012682250789,-1.0868840470947376,0.8793307996803514,0.3834824944236785
20,8,3,1.0,1.0,3,0,-1.7395182989803597,-1.4139276620212275,0.2564236182095633,-0.8597029430032288,-0.840390450613206
20,9,5,3.0,3.0,2,0,-1.1905197330665187,-1.1859864667064566,1.2542219163946386,0.5375452788371267,0.9821465634751808
20,10,5,3.0,3.0,2,0,-1.5568260394383089,-1.3042437578670925,-0.7554067085212808,-1.165182771482061,1.0503014611381587
20,11,8,2.0,2.0,3,0,-1.5568265084703727,-1.382125813019503,-0.9543974319191012,-1.2251090057595635,0.8475793795260042
21,0,2,4.0,4.0,2,1,-0.6617794197521579,0.5797637943708893,1.809863148343258,1.3309110610674195,-1.58583761854136
21,1,2,4.0,4.0,3,0,-1.963572349914908,-1.8180286324378363,0.2322371701778651,-0.1021638924288492,0.0419738500424493
21,2,2,3.0,3.0,2,0,-0.3605623388652897,-0.2003054545890949,1.413628892961445,-0.7151429910750476,1.3762047064079537
21,3,2,3.0,3.0,0,1,1.241058119798477,0.748902655377989,-0.0941958994013855,0.4074197142896076,-0.5942283606768791
21,4,2,3.0,3.0,3,0,-1.7102874661224745,-1.632326777820728,0.6956150802117878,0.909531364928793,-0.8455116894049417
21,5,2,3.0,3.0,2,0,-0.5663921436155166,-0.9494654871019564,-0.7278759855961284,-0.1156351178943529,0.0858756733215891
21,6,2,3.0,3.0,3,0,-0.9336381164512342,-1.2960325737226863,-0.2485418332183479,1.0782728404613882,0.5923488777591075
21,7,2,3.0,3.0,2,0,-1.1770378203932943,-0.7087382479871297,0.916531206728185,-0.970558037922956,0.3986032682998833
21,8,2,3.0,3.0,0,1,0.7578449763196563,0.8529866983118348,-0.1369102696444248,0.4090257481037372,-1.430193883868342
21,9,2,3.0,3.0,2,0,-1.8269094516820277,-1.9711445527162972,0.2461324097349262,-0.8446648397726567,0.7282190812544229
21,10,2,3.0,3.0,2,0,-0.2899563526940603,-0.4414046424955122,1.3935068532502968,0.3504615140412154,-1.687849877596418
21,11,2,2.0,2.0,2,0,-0.0266945741886242,-0.9555473856859716,0.0205499124649829,0.1200506992085655,0.2752409412815618
2,0,5,2.0,2.0,3,0,-1.9346010534586289,-1.727094519116309,1.4297082676768709,-1.0131609193519384,-0.1469317748460507
2,1,5,1.0,1.0,2,0,-0.0331344334120226,0.2341107605908378,0.6332959297012755,-0.8457949938874929,-0.1203858530857714
2,2,5,1.0,1.0,0,0,0.615568303886387,0.886156146743895,1.7894330160222145,-0.7052541580693751,-0.7905694150420808
2,3,5,1.0,1.0,2,0,0.3197692065765774,0.7083028987628749,-0.5325096800744221,0.2991853978286863,1.2172164427119534
2,4,5,1.0,1.0,3,0,-1.838841509630692,-1.7182160323508784,-0.0673290635189713,-1.6542406227593107,1.3798581227135622
2,5,4,1.0,1.0,2,0,-0.3770840877536218,-0.918160389026392,1.3034581288918852,0.3423900159926055,-1.163686670314068
2,6,4,1.0,1.0,2,1,-0.1745602740433973,0.0041079905582447,-1.6718062045491853,-0.0429334657443188,-1.1503304191666477
