レース場,レース回,風向,風速,波の高さ,級別,3連複_結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア
3,9,1,3.0,3.0,2,1.0,-1.168537588506749,-1.0686609308588593,1.5365913732446017,0.832820807703964
3,10,1,3.0,3.0,1,0.0,-0.1401891257405668,-1.4462945689171005,0.6809479227268465,0.0082007025167022
3,11,6,1.0,1.0,1,0.0,-0.96283055961673,-0.0939300473845187,1.7739077929099905,0.6683117849800191
23,0,2,6.0,6.0,2,1.0,0.259698076442494,0.6119401506760935,1.380755214262894,0.5517848067551526
23,1,2,4.0,4.0,2,0.0,-0.094428707637796,-0.946332217189176,0.7403744452017779,-1.1782048571026391
23,2,2,4.0,4.0,0,0.0,1.4912094494568455,1.40966915494286,-1.3019090415413417,-1.3103712268150112
23,3,2,4.0,4.0,2,1.0,-0.0020218637628755,0.1684460582312557,1.0566508022605412,-0.9440836657043462
23,4,2,4.0,4.0,0,1.0,1.1666324673014463,0.985239951680016,0.2598599863417682,-0.3656999155405496
23,5,2,4.0,4.0,2,1.0,0.6348474868024687,0.1565932879417387,-1.461005481004437,-0.4904170336346357
23,6,2,5.0,5.0,0,1.0,1.130977857536565,1.260644817658276,0.1860015569154624,0.0221854854862446
23,7,2,5.0,5.0,1,1.0,1.350342598134103,1.3487941519198705,-0.65136932125572,1.8570043236536704
23,8,2,3.0,3.0,2,0.0,-0.4442073087420805,-0.4234625479235835,0.074505071006241,-0.082684042324415
23,9,2,3.0,3.0,2,1.0,-0.8915582721426472,-0.4553142753123804,0.5859408820640744,0.4655576264463775
23,10,2,2.0,2.0,2,0.0,-0.7307615567872591,-0.5850266035702981,0.2082447766438654,-0.7392995668513427
23,11,1,2.0,2.0,1,1.0,-0.0292107547765121,0.0491667464564694,1.976626844924272,1.0520873603782968
17,0,2,6.0,5.0,2,0.0,-0.049143757705455,0.2241334439505855,0.4018519840311847,0.8155323728767444
17,1,2,6.0,5.0,2,0.0,-0.6798576859928575,0.3252040514495617,1.6795818085193637,1.052250928254448
17,2,2,6.0,5.0,0,0.0,1.1265277619208047,1.391305967082935,-0.5212484271693167,0.3298775440663465
17,3,2,7.0,5.0,0,0.0,1.025525018753514,0.6475798298048168,-1.885201701859461,-1.3089420144014607
17,4,2,6.0,5.0,2,0.0,-1.2608575817932508,-1.5306069312131727,-1.1259699189798518,-0.8413601439332604
17,5,2,7.0,5.0,2,0.0,-0.1628080906866126,-0.7710994262890201,-0.705937913521368,1.5013997474949718
17,6,2,7.0,5.0,0,0.0,1.108381489480839,0.5146045172591118,-0.1428280558387315,-0.0621867370104685
17,7,2,5.0,3.0,0,0.0,1.6449007216798854,1.6434174285287708,-0.2845182993307177,-0.7985103861467839
17,8,2,6.0,5.0,2,1.0,-0.6886620343136021,-1.1433854398108818,-0.3439955919710536,0.3537366331175056
17,9,2,5.0,3.0,2,0.0,-1.0997967799457802,-1.7681132214298487,0.5331781419333803,-0.2759106725532129
17,10,2,6.0,5.0,2,0.0,-0.8668361868499861,-0.6348172237291952,-1.4653454581040126,-0.1984850030620536
17,11,2,5.0,3.0,1,1.0,0.247766123725909,0.1853574017435156,0.2969612009490743,-1.1056441794897092
11,0,8,5.0,4.0,1,1.0,0.7748104082989515,0.5044454091785541,1.3604591065888627,-0.2896908272330509
11,1,8,5.0,4.0,0,1.0,0.8300323339359873,0.7844483191688131,-1.334612922017424,1.6136972494981412
11,2,8,5.0,4.0,2,1.0,-0.4761193665523398,-0.3521417998630269,0.5395191403326086,1.2409507586016384
11,3,8,5.0,4.0,2,0.0,0.065320860258358,0.3287501517498551,-0.2979697949349186,0.6575729981677112
11,4,8,5.0,4.0,2,0.0,-0.113784571266284,-0.2351625636379558,-1.2617597596763634,-0.4960689574855129
11,5,8,5.0,4.0,2,0.0,-0.2145912338658787,-0.1486038618391832,-0.4181851666624602,-1.360357914630771
11,6,8,5.0,4.0,0,1.0,0.892265796600473,0.9775913073988536,-0.7687534819244829,-0.0641405013427687
11,7,8,4.0,3.0,1,1.0,0.1720085943555634,-0.215189490307289,1.396315021401343,1.0109762433955325
11,8,8,4.0,3.0,0,1.0,0.8657224582150792,0.6263681626998306,0.9707881914956956,0.9152070499431584
11,9,8,4.0,3.0,0,0.0,0.58654795885389,0.3066579795391473,1.3779071792175044,0.6481670293182116
11,10,8,4.0,3.0,2,0.0,-1.4879621874437226,-0.6603352308950172,0.5087388543237918,0.3717355144147136
11,11,8,4.0,3.0,0,0.0,0.2655966259996096,0.2578251455631443,1.028910122127003,1.5358846654004832
22,0,2,3.0,1.0,2,1.0,0.2588211001705424,0.7313295762790839,-0.6895416402611273,0.4462368122401126
22,1,0,2.0,1.0,0,0.0,0.4857444929366682,0.5897556032497356,-0.9108339371412136,-0.8750195827070731
22,2,0,3.0,1.0,0,1.0,-0.8705614413574887,-0.3573015021458318,-0.488588964514456,0.7575503753109561
22,3,2,3.0,1.0,1,1.0,-0.0012164164793777,0.1347486807427273,-0.5548323074433278,0.1872130964289032
22,4,2,3.0,1.0,0,0.0,0.7651565233109392,0.792834724693136,-0.4410520952326801,0.1764777385319956
22,5,2,3.0,1.0,2,0.0,0.2357867869395257,-0.9561575897742264,1.8051336061766203,-0.5441567695024815
22,6,2,3.0,1.0,1,0.0,0.1978472689850652,0.2720211718622505,-0.3520006345332849,0.5716309151791865
22,7,2,3.0,1.0,2,0.0,-0.4668858201504519,-0.3531927418711222,1.7504718024372123,0.0370583282856282
22,8,2,3.0,1.0,0,1.0,0.8723437308381616,0.7272851562421259,0.7811247481870494,-0.8420226182248975
22,9,2,3.0,1.0,0,1.0,0.615107590471752,1.066527805109367,-0.3157857410793432,0.3947361631911803
22,10,2,3.0,1.0,0,1.0,1.4502886505028594,0.7639128352201763,0.6194728635807885,0.5155312519415343
22,11,2,3.0,1.0,2,0.0,0.1157003191264812,-0.0848041181418991,-1.1210905280364554,1.2671933390724754
18,0,2,6.0,3.0,2,0.0,0.4273140972721581,0.0535642068170794,0.5593287496566481,1.0170892417061548
18,1,0,6.0,3.0,0,1.0,1.8215379898871105,1.7126605232435457,-0.2998940429456569,0.1941374986638339
18,2,2,5.0,3.0,1,0.0,0.5963969751755606,0.7686219500803029,-0.0784582163197251,-0.5990486516210519
18,3,2,5.0,3.0,1,1.0,0.5891089321703463,0.6225832205481145,0.0643331296559694,1.7973586205697023
18,4,2,5.0,2.0,2,1.0,0.0851830957859018,-0.4895913022704804,-0.6302049569443392,-0.8035093943215296
18,5,2,4.0,2.0,2,0.0,-0.7012002857635203,-0.8941905745169857,0.2898915535041271,0.5646091239384649
18,6,2,3.0,1.0,3,0.0,-1.508918549035253,-1.5952273307705884,-0.919174248870718,0.2171553947789959
18,7,2,3.0,1.0,2,1.0,-1.3009482509287589,-1.1958033604137523,0.3305804866299948,0.0352052990397327
18,8,2,3.0,1.0,2,1.0,0.1447621532509507,-0.0266863286733625,0.5809494666976724,1.2847783649107114
18,9,2,4.0,2.0,0,0.0,1.1723296900153235,0.3669596136325577,0.2112076244511181,0.4402376269488203
18,10,2,4.0,2.0,0,1.0,1.5269051257247732,1.0272249217729388,-1.3106891146027564,-0.3682087024848328
18,11,2,3.0,1.0,2,0.0,-0.1977134101418687,-0.3559844981889714,-1.220250784904519,1.1274595594178969
8,0,8,1.0,1.0,2,0.0,0.42621571646835,0.5581514994107165,0.7551376497766243,1.3558342100831875
8,1,4,2.0,1.0,2,0.0,0.7671362556289721,0.5051662597902818,0.3805085235642195,1.121456552948512
8,2,4,1.0,1.0,2,1.0,0.4896489104990905,-0.8838131662366616,1.483131205488277,0.1676722452049766
8,3,4,1.0,1.0,1,1.0,0.5698548681843566,1.027764676544937,1.6944811639570878,0.7396263153773877
8,4,6,1.0,1.0,2,0.0,-0.9577915070697792,-1.2006165601908083,1.2964372071400214,1.1938600525423435
8,5,6,1.0,1.0,2,0.0,-1.3386437541795853,-1.5670294742950792,-0.3204783859395642,-0.7537676289117042
8,6,3,2.0,1.0,0,1.0,1.5017571514289227,1.4179259603594077,-0.0782561394262511,-1.5017381432575805
8,7,4,1.0,1.0,2,0.0,-0.9073929603364076,-0.9538826977868132,-0.9518634015866492,0.573633400763436
8,8,6,1.0,1.0,2,1.0,0.6021275092530735,-0.4334824908191171,1.0465406478340076,1.5358633576819614
8,9,3,1.0,1.0,2,1.0,-0.5654814799669595,-1.06057165338053,-0.2666900770912859,-0.3338079990358806
8,10,6,1.0,1.0,1,1.0,0.1045643111436425,0.3958011877550518,-0.4939779606734733,-0.0210426958079143
8,11,6,1.0,1.0,1,1.0,0.3824115577110575,-0.1167566006694394,-0.033310422531677,0.7976149321288014
6,0,3,3.0,3.0,2,0.0,-0.6385669998832413,-0.2172598297639947,1.6425705860777735,-1.189867062629467
6,1,3,3.0,3.0,2,1.0,-0.2538419610134615,0.4156078846105766,-0.3306489893223288,-0.8581018370945791
6,2,3,3.0,3.0,1,0.0,0.4222957549603215,0.1961876609689008,0.6983909298159682,0.2766332523554797
6,3,5,3.0,3.0,1,1.0,0.8345332052147855,0.916500087767847,-0.3436823683810472,0.2239937175279863
6,4,5,3.0,3.0,1,1.0,0.8850847577653078,0.8015377614398598,-0.9776816235504252,-0.835771694807565
6,5,5,3.0,3.0,0,1.0,1.5612325074823798,0.6762648918344736,1.2426527540496686,1.6118012426645107
6,6,3,3.0,3.0,2,1.0,-0.9919813909128996,-0.3181771629034431,1.3160731174592932,-0.8302415669849118
6,7,3,3.0,3.0,2,1.0,0.0460463723763166,0.0509884248194491,-0.7958812636096722,0.284241196780753
6,8,3,2.0,2.0,2,1.0,-0.7038619756163288,-0.4758023014649861,-0.2729735470860038,-0.2036547194793247
6,9,5,3.0,3.0,1,1.0,-1.1397686795870214,0.0110048365880284,1.1382488122553591,-1.2624050884368747
6,10,8,3.0,3.0,1,1.0,-1.2805252017080522,-0.1383597704247005,-0.7479126719462371,1.126428301792425
6,11,8,3.0,3.0,0,0.0,0.0662179752289151,-0.9107186096622076,-0.6874387260969655,-0.1357721461748368
20,0,3,1.0,1.0,2,0.0,-0.3148913817888627,-0.0277056114265026,-1.1894815296294252,0.6809719302230958
20,1,3,1.0,1.0,2,0.0,-0.7095618938479875,-1.2621214322062733,-1.3647083399817546,0.5147437612323494
20,2,3,1.0,1.0,0,1.0,1.106289092535003,1.3720625071915644,-0.2466870600400569,0.0172479305880732
20,3,3,1.0,1.0,1,1.0,0.6467646754184256,0.6545732182798731,-1.306511492035448,-0.7460452231332615
20,4,3,1.0,1.0,2,0.0,-1.0566821225237788,-0.9704144863201188,-0.4415992097937267,0.2122235466869364
20,5,3,1.0,1.0,2,0.0,-0.6605815677821628,-0.6171774790330518,1.353385684729301,-1.0886690093580556
20,6,3,1.0,1.0,2,0.0,-0.0505257392943194,0.0434884559559695,-0.7921679624549149,-0.2746151087229672
20,7,3,1.0,1.0,1,1.0,0.4800650220236756,0.6656649694512359,0.4610242759003753,-1.257727331092408
20,8,3,1.0,1.0,2,0.0,-0.5701516979950366,-1.0912073306166954,-0.5202204394986328,0.9526438017062804
20,9,5,3.0,3.0,1,0.0,-0.6605464325401326,-0.2234467256113615,-1.1250995787149458,-1.180569772874255
20,10,5,3.0,3.0,1,1.0,-0.0285132974256094,-0.4197566117273404,1.0630429863290054,1.1427907896004563
20,11,8,2.0,2.0,0,1.0,-0.5587941557948739,0.2343699873107547,0.6950724018970598,-0.4145884960269251
21,0,2,4.0,4.0,2,1.0,0.95098893481094,0.7297027067081877,-0.075684313426431,0.2315551566741421
21,1,2,4.0,4.0,2,1.0,0.1183260210860772,0.5217765573148487,-0.892114871008389,-0.8367898582207273
21,2,2,3.0,3.0,0,1.0,1.19886977672709,0.90828163029193,-0.2183286981536858,1.3043691575364311
21,3,2,3.0,3.0,2,0.0,-1.2356267932348075,-1.4152377065847113,-0.5762367195765838,-0.0128119407009315
21,4,2,3.0,3.0,2,1.0,-0.268372062754046,-0.2673148381797009,-0.8874153039216224,0.6906790571968957
21,5,2,3.0,3.0,1,1.0,0.8611946118088384,0.7676309650889599,0.663962139742137,0.310615609237492
21,6,2,3.0,3.0,1,1.0,0.1196971944168247,0.2883554940326169,1.4640607525327352,-1.7305662592576554
21,7,2,3.0,3.0,1,1.0,0.8522604960221668,0.4423971229473795,0.916531206728185,1.3936576260068485
21,8,2,3.0,3.0,2,1.0,-0.1171014103351054,-1.103598719408764,1.374910130999687,1.748206345598934
21,9,2,3.0,3.0,0,1.0,0.2105783480131927,0.2110451002273475,1.4476734439676635,-0.5480020667793325
21,10,2,3.0,3.0,0,1.0,1.3717666013104668,0.8474445213489514,-0.1581636081640183,1.0660306949492493
21,11,2,2.0,2.0,2,1.0,0.9466306693042996,0.8512196314175278,-0.7284943968836473,0.6616967672913071
2,0,5,2.0,2.0,2,1.0,0.0649359441629555,-0.5534336028107508,-0.0690937081033426,-0.8475364097812323
2,1,5,1.0,1.0,2,1.0,-0.4183222218267893,-1.6837966242494826,-0.544140267065444,-0.539617967734614
2,2,5,1.0,1.0,2,1.0,0.3066138699966406,0.2752334172113,-0.2751500641832233,0.1330432149166946
2,3,5,1.0,1.0,2,0.0,0.7184425030876351,0.5401446566105379,0.714943551951773,0.539399351962389
2,4,5,1.0,1.0,2,0.0,-0.2772016545012895,-0.453046735075176,0.735047638279528,1.1254151064073403
2,5,4,1.0,1.0,2,1.0,0.4645238762182309,0.6350272294147294,0.3057364444433533,-0.0678980906802556
2,6,4,1.0,1.0,2,1.0,-0.523680822130194,-0.2916673296353803,1.2287996427259515,1.302508521567494
2,7,3,1.0,1.0,2,0.0,-0.5944097817843494,-0.2339833877691813,0.3267407156942161,-0.2117663191679711
2,8,6,2.0,2.0,1,1.0,0.3643386666460105,1.2227915941383614,-0.4248031188106233,1.1656867136255509
2,9,5,2.0,2.0,1,1.0,1.7560499146508877,1.0598830584827874,-0.9231335405441686,1.608098108600537
2,10,5,3.0,3.0,2,0.0,0.2699041119767985,-0.127844847150285,0.477683531732365,0.4342579351230932
2,11,4,1.0,1.0,0,1.0,0.2159765030346363,0.0052941630781349,-1.474939473710013,0.0777878620431765
13,0,1,1.0,1.0,2,0.0,0.1198687882984344,0.1253364312974175,-0.2702365901864992,0.7024783101200348
13,1,0,1.0,1.0,2,0.0,-1.2574173599928185,-1.8419655780705,0.239250917691452,0.7915104979557902
13,2,1,1.0,1.0,2,0.0,-0.5343733795846238,-0.0086267466886547,-0.6782966297457346,-0.7117972681257819
13,3,1,1.0,1.0,2,0.0,-1.079081640963529,-0.6139935038551795,-0.4177082614974647,0.6512079123855821
13,4,1,1.0,1.0,2,0.0,-0.0849473755234697,0.3353317674302313,-1.543981314107631,0.027020368339169
13,5,6,1.0,1.0,2,1.0,-0.4983799498103809,-0.5864003647619426,1.6016452904664256,-1.599830165471739
13,6,5,1.0,1.0,2,1.0,0.0253437683533387,0.2654479507749744,1.64528939928573,0.1745722010907039
13,7,8,1.0,1.0,2,0.0,0.1637023571562329,0.0776369787594705,0.8093319445573987,-0.6491024820559567
13,8,5,1.0,1.0,2,1.0,-0.5986566639646563,-1.0937980831499297,-0.3423177076119398,-0.8677717333222991
13,9,3,2.0,2.0,2,0.0,-1.8155458266049285,-1.127157421230145,0.6742914397236207,-0.3914275065623099
13,10,5,3.0,3.0,1,1.0,0.4581109869026604,0.268146143280996,0.9596817047844004,-0.4336074997932994
13,11,5,3.0,3.0,0,1.0,0.4019583471213311,0.2329852341114892,-0.5389985186172799,0.3345449765547591
9,0,6,1.0,1.0,2,1.0,0.5250686670773166,0.4626780723423537,-1.0475391471263464,-0.5055164978996607
9,1,6,1.0,1.0,2,0.0,0.8513830619307415,0.5702702235527655,-0.6779446041238606,0.2309132415504323
9,2,6,2.0,2.0,0,1.0,1.2162444907184131,1.4108945818892369,-1.3772099155709825,-1.1199519079924378
9,3,6,1.0,1.0,0,0.0,0.4655242306404286,0.5109209453488719,-0.2578019226445524,0.4392428658081981
9,4,6,1.0,1.0,2,0.0,-0.294703635167293,-0.5652175478176766,0.5629168767663294,-0.2140324483829802
9,5,6,1.0,1.0,2,0.0,-0.0838338383339284,-0.2523283670290197,-0.9021160017446824,0.5058602328778318
9,6,6,2.0,2.0,1,1.0,1.1554887297604446,0.8952205497880287,1.0443876139322603,-0.4126650989560251
9,7,4,1.0,1.0,1,0.0,0.7836043187924431,0.8345475996840368,0.366614279124974,1.5783815419141545
9,8,5,1.0,1.0,2,0.0,-1.1783363188582807,-1.085261372641683,1.7849335083263669,-0.7111581379077504
9,9,5,2.0,2.0,2,0.0,-1.09530138087855,-1.615972903883686,1.8122063718024692,-0.939633101837268
9,10,5,1.0,1.0,2,0.0,-1.9922341910757897,-1.4950308112565955,0.1813114830981023,0.0675097144529438
9,11,5,2.0,2.0,1,0.0,-1.006927187123339,-0.2848257027623816,-0.976341067165464,-1.421052818715207
5,0,4,2.0,3.0,2,1.0,-0.6044877130290661,-0.5305187094152425,0.8155493094689213,0.4938263907283856
