レース場,レース回,風向,風速,波の高さ,級別,3連複_結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
8,0,0,3.0,2.0,2,0,0.6227088602864803,-0.7278646941743758,-0.8416606204604753,-1.1111798983818002,-0.2767858043477273
8,1,1,3.0,2.0,2,1,0.2105309886302737,0.4580687649967085,-0.9157518524813278,-1.2837615716648518,-0.2507849312877336
8,2,0,1.0,1.0,1,1,1.894818023684247,1.7053302758924211,0.7669603558383091,0.1107277775442496,-0.1040312973220754
8,3,7,0.0,1.0,2,0,-0.5721956181522678,0.10617198778613,-0.1496161898138931,1.058732572094352,-0.6495584143919104
8,4,4,1.0,1.0,2,0,-1.1392111720722873,-1.4309373838570565,-0.008286963986464,-0.0092052014510336,0.1968748077395184
8,5,4,2.0,1.0,2,1,-0.831378094055621,-0.4438505712891905,0.2407144841240838,0.5890879629122022,0.3347309635022967
8,6,6,1.0,1.0,2,0,-0.3467897166508303,-0.1670367497609046,-0.8001966573189943,0.5832989150357509,-1.38842026900125
8,7,4,2.0,1.0,2,1,-0.7127133919533375,-0.8878208857440536,0.47018480655113,-1.4135141414458463,1.46846909492463
8,8,7,0.0,1.0,2,0,0.6021275092530733,-0.4334824908191171,1.0465406478340076,1.535863357681962,0.5015698625755289
8,9,4,1.0,1.0,1,1,1.908200409228354,1.087165863991381,-0.2445032874041399,0.4400161499195394,-0.4343722427630804
8,10,6,1.0,1.0,1,0,0.3431138039503533,0.386313931899552,-0.2026123695886185,0.0044263193463935,0.9991745768300934
8,11,4,1.0,1.0,0,1,-0.0675840253847815,-0.7668174194723366,0.6484286412666709,1.4964085617048275,-1.862143528509535
20,0,6,3.0,3.0,2,1,0.2749984324588793,0.1590330968657448,0.1653976930456727,0.5491681580620225,0.5015698625755118
20,1,1,2.0,2.0,2,0,-0.3412926122404933,-0.1875453259832993,-0.9925657596599388,-1.5717978756527184,1.2355078918318745
20,2,1,2.0,2.0,2,0,-1.4191930019757442,-1.29597254411694,-1.5401602543248056,0.4490126972540223,0.315723012676715
20,3,1,3.0,3.0,2,0,0.5294718320676529,0.6531405535580525,-1.5858662264086545,-1.4123174759267405,0.4420122177474173
20,4,1,3.0,3.0,2,0,-0.6168498303914697,-0.3977834013157007,-0.7947239972477886,-1.062881873754419,0.3597215394180784
20,5,0,2.0,2.0,1,1,0.3202951504975933,0.3411122841711297,-0.3279278492290483,0.9885168177846376,-0.3401105191702207
20,6,1,3.0,3.0,2,0,-0.6838059164082525,-0.9728358399040136,0.0825481601316451,0.1469068623765009,0.1778920167412011
20,7,1,3.0,3.0,1,0,0.4366419021674941,0.6341809891149629,-0.6848624659664112,-1.6547296553979782,0.5015698625755003
20,8,1,3.0,3.0,1,1,-0.2929856816447868,0.579305553827358,-1.47049882568688,-0.4430655041002772,0.9821236832160536
20,9,1,2.0,2.0,0,1,0.8985404179193419,1.0887040463266418,-0.1798022301183635,-0.2458729233057146,-1.3669418497887875
20,10,0,2.0,2.0,0,1,1.2964659647295025,1.072776343159732,-0.1019541663748332,-0.3330829589619692,-1.2060453783110563
20,11,0,1.0,1.0,1,1,-1.2560837500133908,-0.6134546273653699,-0.8596069282355195,-1.3032076414808844,-0.2767546517312786
21,0,0,1.0,1.0,2,1,-0.4644582063729611,-0.4351220619362059,-1.1770071362040226,0.315322851002349,0.7975031508064238
21,1,1,2.0,2.0,2,1,-0.784277712853743,-1.2919263204497926,0.431978119333672,-0.9788817820337952,0.5929270612815765
21,2,1,1.0,1.0,0,1,1.1835522017580289,0.6793650377748837,-0.3680673458766113,1.580256335525415,-1.565137545997421
21,3,1,1.0,1.0,0,1,1.1807580348565132,1.0473212046466038,-0.1219934179297414,0.4591205393602826,0.1933979132323126
21,4,1,1.0,1.0,1,0,1.0688593125448074,0.4767897952842175,1.4487896061463192,1.1840550618774446,-0.1253924656438659
21,5,1,3.0,3.0,1,0,0.3442320467169207,0.2831303230201184,-1.2344679375706007,-0.7902562537694894,-0.080687153046001
21,6,1,2.0,2.0,2,0,-1.3812143472853593,-1.1254813941972486,0.5058252459108731,1.181939418605986,-1.2478692301566616
21,7,1,3.0,3.0,1,1,0.2017429370637056,0.5615928991547496,-0.9208018751917154,1.304312770963124,0.1735525336251229
21,8,1,1.0,1.0,1,0,-0.2613279590920067,0.2062381736688924,1.3885288209880466,-1.4820107856891231,-0.4562381723957565
21,9,7,0.0,1.0,1,0,0.1466845721425942,0.203470831880634,0.3341494332013782,-0.3939284904504649,-0.7634472069272066
21,10,1,2.0,2.0,1,0,-0.5793870358835747,-0.6301447109862348,1.481218324997931,-0.9895637219117184,1.333070426235564
21,11,1,1.0,1.0,2,1,1.3512921801471762,0.4249553370267818,-0.685678161310706,1.282985607034808,1.3048288274239628
2,0,1,2.0,2.0,2,1,0.3360655593019394,0.4046795369082358,-1.2929929112928649,1.0856907373789508,-1.2824729401064567
2,1,1,3.0,3.0,2,1,0.6742860682010547,0.5718385716201637,-0.944472525293076,0.2477498903901166,-0.2516410173661411
2,2,0,2.0,2.0,2,1,0.0213827566788095,-0.0269086164320832,-0.4534199815508012,-0.2581764983352776,-0.2350762240697807
2,3,0,1.0,1.0,0,1,1.252878168235819,0.9774805535312502,0.090886485192198,-0.2542784982255094,-1.601028150670832
2,4,0,1.0,1.0,2,0,-0.655199635207276,-0.6370523706054859,-1.1888547984527356,0.0273558713676052,-1.1990670620402764
2,5,0,2.0,2.0,2,0,-0.5423621801867962,-0.6400210152073467,-1.221521260488078,0.636181989130735,-1.139664969509242
