レース場,レース回,風向,風速,波の高さ,級別,結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア
17,11,2,5.0,3.0,0,1,1.162774197278723,0.7124559536242493,-0.7082195653980835,-1.0477003638049482
22,0,2,6.0,3.0,2,1,-0.1656822348678017,0.6119934820999238,-0.4407803964348364,-0.6942008138196514
22,1,2,4.0,2.0,2,0,-0.2950790991074401,0.0678485178701205,-1.2628292163786603,0.6571755254484174
22,2,2,5.0,2.0,2,0,0.0237209374168343,-1.8878589782442177,1.312058405224355,-1.1220612712746398
22,3,2,4.0,2.0,2,0,0.2796177685611626,0.3941377813566795,0.6024689211314431,-0.5155026319046191
22,4,2,5.0,2.0,2,0,-0.3577434704027932,0.2609684390061138,-0.5545136190070666,0.7161566947396245
22,5,2,4.0,2.0,2,0,0.1159177431503269,0.888182669337342,-0.4634674766334684,0.875316365954749
22,6,2,5.0,2.0,1,0,0.5957282377749005,0.6557269675144703,1.47280712189416,0.4810887933946519
22,7,8,5.0,2.0,1,0,0.9446810593267756,0.3737818669155629,-1.0223368411828944,0.5389564797513047
22,8,2,5.0,2.0,1,0,0.3659917669401951,0.4351499948155335,0.2695777029527868,-0.8328606086586968
22,9,2,5.0,3.0,1,0,-0.3946059048477517,-0.4076051194744685,1.1205723743247475,-0.1086773490093363
22,10,2,5.0,2.0,0,1,1.4178287523026516,0.7669490617883579,0.7368595732695714,1.49576889632628
22,11,2,5.0,3.0,0,0,1.069982956966631,0.9855962641638936,-0.858479384279182,-0.5307089094971259
12,0,0,5.0,4.0,3,0,0.135777954579174,-1.1388907967051112,-0.9972834570412676,-1.2299048593976307
12,1,0,5.0,4.0,2,1,0.6591476952931461,1.1906501225856632,1.2870960049274067,-1.2460778398988983
12,2,0,6.0,5.0,2,0,-0.4216919963800214,-0.0195032959454477,-0.2333959011109451,0.7381590175057678
12,3,0,6.0,5.0,2,1,0.3488264962668053,0.3666529549245515,1.294691123541054,-0.4428689319723028
12,4,0,5.0,4.0,2,0,0.3319592969070898,-1.4041005201733203,1.8346031283440525,-0.6749964455579605
12,5,0,8.0,6.0,2,0,-0.9630225988144416,-0.1229706551951515,-0.6207702417337121,-0.2489554561142128
12,6,0,7.0,5.0,2,0,-0.4980877397462533,-0.8946716878946611,1.1157894093939047,-0.100233302768108
12,7,0,8.0,6.0,2,0,-0.1733790080041262,-1.0298357335800414,0.1824256083305055,0.7670282255946945
12,8,0,7.0,5.0,0,0,1.817462845297903,1.3752805344091827,-0.7743860064958324,1.185260277090661
12,9,0,6.0,4.0,1,1,1.597534101420213,0.4239566327932414,-1.650408001186478,-0.5996459915679991
12,10,0,6.0,5.0,0,1,1.5601973152986686,0.922021683597817,-0.7827620289129142,0.6622934214189122
12,11,0,7.0,6.0,0,1,1.2671742934837686,0.3306493590034081,1.9368237711969385,0.188842042370622
16,0,0,8.0,20.0,1,1,1.8370086115687216,0.769663556993784,-1.639450358922173,0.3838433285821602
16,1,0,9.0,15.0,1,0,0.2040611731048018,-1.0494529596460411,-1.4969258516848474,0.7486077082798256
16,2,0,6.0,10.0,1,1,0.3571413884900872,0.6304129068585709,-0.47876195517394,-1.012609181437584
16,3,0,6.0,10.0,1,1,-0.6864625803913322,0.7629193565774716,-1.6992835091407574,-0.8453445779007177
16,4,0,7.0,10.0,1,0,-0.625590139741646,-0.6516145540911268,0.4782097406660619,0.1564059312643774
16,5,0,6.0,10.0,1,1,-1.246844757273131,-0.7473411514780528,-0.2058255169736297,-1.1919582616418014
16,6,0,6.0,10.0,0,0,0.5811186483966448,0.4943360102913026,0.2591434107739956,-0.1925064877803465
16,7,0,6.0,10.0,0,0,0.5812101770640975,0.6854016887612853,-0.2161061311416699,-1.1117963374733657
16,8,0,8.0,15.0,0,1,-0.0571099151413293,0.8233250441161134,-0.0718843878591903,-0.3298438360908114
16,9,0,8.0,25.0,0,1,0.8419686355440396,-0.1754656015859015,0.8137230859183072,-0.9713537625411754
16,10,0,9.0,30.0,0,0,1.088313479429615,0.4108341019878653,0.4067479050946056,-1.224021958251313
16,11,0,9.0,35.0,0,0,0.7614343331208848,0.5923811249218084,0.8913319713194805,-0.3235805204835327
6,0,5,3.0,3.0,0,1,1.3650237443684146,1.4988104917552578,0.3981033483487409,-0.0715950670211256
6,1,5,2.0,2.0,1,1,1.542574115296793,0.5821490715634642,0.3370473054934139,0.6865334553328873
6,2,5,2.0,2.0,0,1,1.2305126724508468,1.0742169162945652,-0.2444758476398754,0.4177033838116409
6,3,0,4.0,4.0,0,1,1.228836458082965,0.8413952495679009,0.008404355504531,0.9052931591038964
6,4,0,5.0,5.0,2,0,-0.950544345263208,-0.3905567446388838,1.0759044162057194,-0.3036079130384609
6,5,0,4.0,4.0,3,0,-1.8465370656788724,-0.5205193715143211,1.3636473721723985,-1.3341551550027078
6,6,0,5.0,5.0,2,0,-1.104045376819664,-1.1206432326690006,1.4093150289181695,1.263845418634305
6,7,0,5.0,5.0,2,0,-0.924434185106264,-0.0474792301803058,-0.1464595836324793,-0.4355641278335626
6,8,0,5.0,5.0,2,0,-0.5486891016326841,0.008927159591502,0.7241381063743466,0.4363737904812218
6,9,0,5.0,5.0,1,0,-0.5219960909873139,-1.9330083753593408,0.6257315727510123,-0.1901826583152298
6,10,1,6.0,6.0,0,0,0.5490340753454951,0.74807280000965,0.4298530664939569,0.4653253227177039
6,11,0,5.0,5.0,0,1,1.4629036972050036,1.0859357496455262,-0.2260626262225321,0.027395775522758
19,0,1,2.0,2.0,1,1,1.2542030320192576,1.011629480545175,0.5889869666865878,-0.8261816211676707
19,1,0,2.0,2.0,2,0,-0.8774760287170393,-1.9264041235303464,-1.271432754214041,0.5799261248762798
19,2,1,4.0,4.0,2,0,0.1917623130126821,0.4772376354667363,-0.7286389135321424,0.2460093383782612
19,3,0,3.0,3.0,2,0,-0.109455770890267,0.0300289275005727,0.6908592687508519,-0.6235015673309542
19,4,1,3.0,3.0,2,0,-0.2516705215305636,0.5170162394597876,-1.0943054871437556,-1.6520127813791043
19,5,1,3.0,3.0,2,1,-0.4678462655263311,-0.5403693860944961,0.995915731958772,-0.0480864355375794
19,6,1,3.0,3.0,1,1,0.8380502433505893,1.6492741205863088,0.031895074673538,-0.5978828656987626
19,7,1,3.0,3.0,1,1,1.113182555226664,-1.0452755616849962,0.5813948346310037,-0.5636200235317635
19,8,1,4.0,4.0,2,1,-0.5561617011197513,0.119922729538636,0.8827168627406766,0.199028122016301
19,9,1,4.0,4.0,1,0,0.7665951830365274,1.0612027188071678,-0.0783280979246143,1.857226184003292
19,10,1,4.0,4.0,0,1,1.6730804222146949,1.0504697206785327,-0.255164557810403,0.965341374930406
19,11,0,3.0,3.0,0,1,1.1342858566807323,0.3642992019020582,-0.0509066837812516,-1.47073103937398
2,0,1,3.0,3.0,2,1,0.6117958297784879,0.4130126589584953,0.4829130064873206,-1.1385006181441948
2,1,1,4.0,4.0,2,0,-0.0536849938624291,0.4514989029615144,-0.4550325296042289,0.997275472768013
2,2,1,3.0,3.0,2,0,1.2001031893877987,1.0748476592004816,-0.2600946246981984,-0.0669801349003394
2,3,1,3.0,3.0,2,1,0.1512514898345118,-0.1206180502036588,-0.4743938434740541,0.0709195129767826
2,4,0,3.0,3.0,1,0,0.4680109694919338,0.9935496140554306,0.2644446288231849,-0.3748717836132013
2,5,0,2.0,2.0,0,1,0.8390432785519419,0.6910434341175121,0.9857047096907804,0.0491969113848179
2,6,0,2.0,2.0,0,1,1.584934538610412,0.9084534144804544,-0.3600956070601151,0.3144401125714698
2,7,0,2.0,2.0,1,0,1.0050639656308575,0.7980588102339045,0.6493348905866565,0.204443549460265
2,8,0,2.0,2.0,2,1,1.1973597037768082,1.3514233764667702,-0.8121032314643036,0.0945297370583411
2,9,0,2.0,2.0,0,0,1.7799017372965644,0.8562868441630964,0.4644913083136557,0.0625691557678005
2,10,0,2.0,2.0,0,0,0.7209022686127753,-1.1089032665909084,1.3916193803547128,1.411787830706057
2,11,0,2.0,2.0,1,1,-0.4368146417024506,0.1350927084447631,-0.7633842008196916,-1.640014513415
13,0,6,1.0,1.0,2,0,0.4710470342071783,0.9410971149367792,1.1683034685762157,-1.614195734406283
13,1,1,2.0,2.0,2,1,0.3928121373148814,-0.8422033578278899,0.2964968348017987,1.276280390769067
13,2,0,2.0,2.0,2,1,-0.1079234892136921,0.3586707825713106,0.8368088067644709,0.6026064666527831
13,3,1,2.0,2.0,0,0,1.4698577022513797,1.4839598850632858,-0.4194101523569222,0.7627020660876209
13,4,0,2.0,2.0,0,0,1.5957744735848185,1.1331710384005274,0.0298536190251112,-0.9881024393381304
13,5,2,2.0,2.0,3,1,-0.1798177054975607,-0.0736588875367827,0.0564014645052323,0.3713028103897599
13,6,2,2.0,2.0,2,0,-0.0802507627361996,0.0197380021335524,1.0874528418805438,0.1731507713647444
13,7,0,2.0,2.0,2,0,-1.1198309531591428,-1.5665615047048154,-1.0558475908781035,0.193132441202427
13,8,0,2.0,2.0,2,1,-1.054264321777477,0.6364257649510897,-0.8259870846418721,-1.1534406225269047
13,9,2,5.0,5.0,2,0,-1.2488650590842776,-0.6417083048002731,-0.2990259796150721,1.4926204625891095
13,10,2,1.0,1.0,2,0,-0.1348793369659815,-0.8951500136165953,-1.160550671864362,0.4034646992780132
13,11,3,3.0,3.0,0,1,1.893905729376325,1.0070407930388912,-0.7473014154512578,0.1061042355268131
3,0,2,4.0,4.0,2,0,1.267543838719602,0.6135045714887155,-0.204028316165916,1.1894761337165605
3,1,2,3.0,3.0,2,0,0.0917633787163952,-0.0134118789767513,-0.2719084464838064,-0.8194669627635216
3,2,8,2.0,2.0,2,0,-1.2526284313901332,-1.3759793608978852,-0.4363137357356467,0.38338451260166
3,3,2,1.0,1.0,2,0,-1.3079909945580197,-0.1968871493448296,0.0996871541926062,1.44341937916144
3,4,2,1.0,1.0,2,1,-0.1012638868353791,0.1850955058659407,-0.8175222486448493,0.2865735644435019
3,5,1,3.0,3.0,1,1,0.5720286933493078,0.7170937315242902,0.7826896378731929,-0.4029753920986721
3,6,1,3.0,3.0,1,0,0.7020862577290905,0.7168652737852789,-0.3853260025601335,0.3090070467227409
3,7,1,3.0,3.0,0,1,1.539386575911467,0.8694288733771465,1.4291565338013954,-0.5501780781247938
3,8,0,3.0,3.0,1,1,-0.5782403252898489,-0.1239024473041577,0.7419167468176086,0.9867300590063424
3,9,1,4.0,4.0,0,1,1.7471172971412832,1.3746021103978894,0.6690371414827888,1.053414670111788
3,10,1,2.0,2.0,1,1,1.1973316876052027,1.2413170943556957,0.6760940968976155,0.6289599300908166
3,11,4,1.0,1.0,0,1,1.7958706631336048,1.6764384232149308,1.2013912257431731,-1.2254339407277537
10,0,8,2.0,0.0,2,1,-0.8832751836713368,-1.658149073795148,1.8559842424771245,0.0156284343595102
10,1,7,0.0,0.0,2,1,-0.4878862301916821,-0.1398617540009003,1.22734616187895,-1.0451130881682726
10,2,1,1.0,0.0,2,0,-1.4844959228910262,0.2452851905488883,1.2990901977807636,-0.3374738817315066
10,3,2,1.0,0.0,2,1,-1.5189841088533051,-1.5225246672337418,1.731036098479248,-0.9264198911598684
10,4,7,0.0,0.0,2,0,-0.8709593115655432,-1.1755608096963706,0.3027161354056886,-0.819033586846355
10,5,0,5.0,3.0,1,1,0.7069881077091797,0.8398925340849751,-1.495764147667161,-1.0257662254541418
10,6,2,3.0,0.0,2,1,-0.123097663967259,-0.682323231322003,-1.0302758674439745,-0.9398889885119688
10,7,2,3.0,0.0,1,1,1.0468881427938406,0.6220084761231013,-1.3180305321240162,-1.1697580294420251
10,8,3,2.0,0.0,1,0,0.0128810340361121,0.340160538120409,-1.4659629026330063,0.8201133875718454
10,9,7,0.0,0.0,0,0,0.8430077118174051,-1.898085365782077,0.024219316826916,-0.1236187290762214
10,10,8,1.0,0.0,0,1,0.3314232678249742,-1.9128511651848303,-0.2413890762244583,0.5502705727701548
10,11,3,1.0,0.0,0,1,0.9070838178399864,1.3003226320690795,-1.273709623773014,0.4095681779872738
4,0,0,6.0,3.0,1,1,1.0709598866847172,0.6723161902976786,1.5056280334040553,-0.3141096437512048
4,1,1,4.0,2.0,1,0,0.5761891352201587,0.5820195083872947,0.5979411632630852,-1.037893280999567
4,2,0,3.0,1.0,1,0,0.2336829541311168,0.781165116651619,-0.8528528268183357,-0.6594979606658493
4,3,0,3.0,1.0,1,1,0.6025230507715854,0.3601121018159898,0.2516186955146753,-0.3039052974457988
4,4,0,5.0,2.0,1,1,0.6230625088788581,1.1887716828727282,0.401277607753904,-1.1463254200931785
4,5,0,3.0,1.0,1,1,0.2051337834458818,0.7593698792596068,-1.0360051604759088,0.09533639252393
4,6,0,3.0,1.0,0,1,1.4300645772173048,0.2087862222410222,0.1785603452523071,0.588703215533371
4,7,0,2.0,1.0,0,1,0.9096815747887717,0.6662833436575446,1.511897958436324,-0.0259216964190496
4,8,0,2.0,1.0,0,0,1.336659376628944,1.5576667327716482,1.6852016447318487,-0.5191514178298812
4,9,1,2.0,1.0,0,0,0.927339523392266,0.4555044680613525,1.5013617508422297,0.5843933350051855
4,10,0,1.0,1.0,0,1,0.7870723784206868,1.3460771825491218,-1.0424643886191984,1.992521325965917
4,11,1,1.0,1.0,0,1,0.774547253278701,0.5952510908959705,-0.94359687167204,-1.7485760319386887
0,0,4,3.0,2.0,2,1,1.3983757483848116,1.4010279924723614,0.859962141651688,-0.9105725204964212
0,1,6,2.0,2.0,2,1,0.6710840580276518,0.9583970021930044,-0.0756233921030776,1.2390661663128577
0,2,2,1.0,1.0,2,1,-0.1978539079597309,-0.2018710323550507,-0.9994459519229546,0.3114336794568766
0,3,0,1.0,1.0,1,1,0.7988444283943941,0.6955074039731707,-0.9147422739899298,1.094467343427746
0,4,0,2.0,2.0,1,0,0.7496670742420065,1.0986085664946323,1.3933965020774997,0.399378467822552
0,5,2,1.0,1.0,0,1,1.170922852927424,1.7439864485970444,0.45954761243095,-0.4613601814785689
0,6,2,5.0,3.0,2,0,-0.0605878396464628,-0.0776115668813406,-0.592652490654872,-1.0337578684007571
0,7,2,3.0,2.0,2,0,0.2120589338679851,0.4021626142470474,-0.587971763883651,-0.4368622969917493
0,8,0,2.0,2.0,2,0,-0.0422114286052407,-0.7159177348543795,-0.2589837556674087,-0.4432663609986137
0,9,2,2.0,2.0,1,0,0.4117691737858323,0.508074332534837,-0.7569950751792247,-1.3191974418407426
0,10,2,5.0,3.0,0,0,1.0359106572820405,-0.0476298492631964,-0.0822233168654811,-0.7236358110169822
0,11,0,1.0,1.0,0,1,0.4631677198519921,0.6403995040702296,-0.2937159892970258,-1.3633498528651598
17,0,2,5.0,3.0,1,0,1.8199701703550584,1.095684277953258,-1.048664298847949,1.3150694765721445
17,1,2,4.0,2.0,2,0,-1.2466812237116178,0.3894506481180486,0.5259601656925262,1.0279518324133643
17,2,2,4.0,2.0,2,0,0.4221777429650921,1.428669166767803,-0.1646344061014744,-0.0072949408098854
17,3,2,5.0,3.0,2,0,-0.9211301708952988,-1.2563100769791016,0.6161698670786613,-0.1898583894471431
17,4,2,5.0,3.0,0,1,1.7281082082975383,0.388060060001097,-1.354161012278769,-1.386351826424208
17,5,2,6.0,5.0,2,0,-1.3187125316597648,-1.1708796327042832,-0.0578248821100032,-0.6537690458189043
17,6,2,6.0,5.0,2,0,-0.7668309356063875,0.6906088787761002,1.8004454820851663,-0.0418200580806961
17,7,2,5.0,3.0,2,1,0.2565387423650488,0.6171609525307882,0.2339098796600288,-1.051392424258963
17,8,2,6.0,5.0,2,0,0.4263900241657673,-1.8735880534146128,1.3786243353657668,0.3476497795961963
17,9,2,5.0,3.0,1,0,0.1454898841490511,0.5307831239497182,0.1424720239685295,-0.3788123296428493
17,10,2,5.0,3.0,1,0,-0.2936772095288929,-0.0149660778161094,-1.3479804688311054,0.795324366876821
17,11,2,5.0,3.0,0,0,1.3551720915075671,-0.0936057178105501,0.5287391860761829,0.2180000643235096
22,0,2,4.0,2.0,2,0,0.2569660978978315,0.4447636054849792,-1.1374234462896005,-1.2420342807084783
22,1,2,4.0,2.0,2,0,0.0660461977442438,0.0475656931315852,0.917053463853561,0.4598955728912534
22,2,2,4.0,2.0,2,1,0.336492470636656,0.2241908931383623,-1.2595035938882326,-0.1589162050599315
22,3,2,5.0,3.0,2,0,-0.0372509096175005,0.1947033020395268,-0.0960087482154316,-1.7144412901002892
22,4,2,5.0,2.0,2,1,-0.3482065266252959,-1.8768094089863443,0.4704645458969318,1.476824894574441
22,5,2,5.0,3.0,2,0,-0.6469952904463452,1.3466626319311266,-0.3215393577614755,0.7366667838123007
22,6,2,5.0,3.0,1,1,0.7708605392464439,0.88915667887054,0.071327266795353,-0.9510301011782284
22,7,2,4.0,3.0,0,0,1.5677907800671909,1.242028891452079,1.190766214182804,-0.9979087236707472
22,8,2,5.0,3.0,0,1,0.911060755599124,1.1551245524997291,-1.448846870255024,0.5394528646722124
22,9,2,4.0,3.0,0,1,1.3292016493149148,0.6028395378243551,-0.5609678393583397,-0.6378456378179675
22,10,2,5.0,3.0,0,1,1.2295472299560688,0.3030444330346533,1.1922766962957037,0.5167142208001362
22,11,2,4.0,3.0,0,1,1.3619885041862316,-1.2777452567509082,1.637868633105637,-0.6513447957120855
18,0,2,7.0,4.0,2,0,0.5876757822050337,1.3366326638869437,-1.2499012060723622,0.3562108553618424
18,1,2,5.0,3.0,2,0,-0.4711708630216381,-1.237106266201984,-0.2918845632104829,-0.1101897030952995
18,2,2,6.0,3.0,2,0,-0.3265971642164819,0.1894807475209032,0.0552454671559418,-1.273537800008648
18,3,2,6.0,3.0,2,0,-1.2809656838254473,-0.5963930363964874,-0.1811209322721091,0.0451251889871854
18,4,0,8.0,4.0,0,1,1.7544534293894936,1.6139198605270586,1.011564674160784,-1.9174116869428608
18,5,2,7.0,4.0,1,1,0.8993184446441006,0.350386012583753,-0.8215771357822411,-1.4478970174666703
18,6,2,7.0,4.0,2,1,-0.2230334778270074,0.1828530171768496,0.623202321684162,-1.3301840255174433
18,7,2,8.0,4.0,0,1,0.978342140409464,1.154846775402775,0.4844885429416951,1.2962536453028002
18,8,0,5.0,3.0,1,1,0.6922869264949001,-0.2590167676454832,1.291946662385948,-0.0562794006256414
18,9,0,8.0,4.0,1,1,1.1064309671263783,1.041681485699891,-1.2784324190072405,-0.6384662929498879
18,10,2,8.0,4.0,0,0,0.7299970789780168,0.5428965053126323,1.5452758667711337,-0.3984865923598465
18,11,2,3.0,2.0,0,0,0.7548807101211531,-1.3591282995030465,0.8690895022920954,-0.3721160817822415
16,0,8,5.0,5.0,1,0,0.0972828982011318,1.1944305455037685,-1.3495164256834689,0.9363920278002116
16,1,2,7.0,5.0,1,0,-1.1130426493376488,-1.4092742021648308,-0.4951818516375901,0.6595666989020583
16,2,2,7.0,5.0,1,0,-0.5545509959871445,-1.0579146207010186,-0.7970272297162678,0.8441192366195595
16,3,2,9.0,10.0,1,1,-0.361627557963105,0.5450234843829096,1.1178329874855388,0.4214960375948176
16,4,2,10.0,15.0,1,1,-0.9696344438728142,-1.143844654883235,1.1100930272949092,-0.806443720217486
16,5,2,10.0,15.0,1,0,-0.3187503462193742,0.5301481206231456,0.9817496123120044,0.0539715297895334
16,6,2,8.0,15.0,0,0,-0.7223367289775476,-0.6977196396651236,0.4194912343673179,-0.0661399505597721
16,7,2,13.0,25.0,1,1,-0.2008982022245724,1.5221207994664248,-0.8319316292965173,-0.2463244509261269
16,8,2,8.0,15.0,0,1,1.1150688387850394,-1.349385825204621,-0.1568345965564065,0.4383014798735223
6,0,3,2.0,2.0,0,1,0.7619631407000852,0.8940123495697334,-0.2641454660107458,1.1775610524772542
6,1,5,3.0,3.0,1,0,0.3806867529810327,0.2538109897556749,-0.1915451509120722,0.6535967156469441
6,2,5,3.0,3.0,1,0,0.4172325038603863,0.6781215736721431,1.056453419543995,1.6686440744940156
6,3,5,3.0,3.0,2,0,-1.1727168664931495,-0.6510808542431225,-0.6431007238505952,1.2022499969414084
6,4,5,2.0,2.0,2,0,0.1502549995806004,0.0885509085207366,1.3530333089673765,-0.90293698747919
6,5,3,2.0,2.0,2,0,-0.3829467437457648,0.0163956240396095,1.150342835862196,0.0256667384800126
6,6,3,3.0,3.0,2,1,0.3495375615801789,0.7631177389697239,0.4514534837215206,-0.6860260499557315
6,7,5,4.0,4.0,2,1,1.036468140509246,0.5526506797027632,-0.6315222118528968,0.5055582328480537
6,8,3,3.0,3.0,1,1,-0.451365284614396,0.5950716815709385,-0.5350551995442786,1.1300286034910685
6,9,5,3.0,3.0,2,1,-0.4757057425041955,0.0517559224732788,-1.468876059088849,-0.2712558690759169
6,10,3,2.0,2.0,0,1,0.4033650694148289,1.0562636999467487,-1.3936470325771555,0.6011297132511362
6,11,5,2.0,2.0,0,1,0.9128623010279512,0.8940092354682356,0.022780538472859,0.1910426671891314
19,0,3,2.0,2.0,1,1,1.307399604603955,0.9106647503762952,0.3808912395598618,0.4835558362508875
19,1,3,1.0,2.0,1,0,0.7650848391110012,0.8859961622065183,0.3365840351106654,-1.4892463758377248
19,2,3,1.0,2.0,2,1,0.9285530656094272,0.949815376367504,1.579823276107729,1.022826496460754
19,3,1,1.0,2.0,2,1,-0.162038958610144,0.1972200001757913,1.2491208717961575,0.8725859092443814
19,4,0,2.0,2.0,1,1,0.7715732047800518,1.0446586044916206,-0.0283628196424552,1.1608762978667857
19,5,2,1.0,2.0,1,1,-0.0257394867279089,0.5535280944533432,-0.4991048530824563,-0.6299028080969288
19,6,0,1.0,2.0,2,1,-0.5191350087284203,-0.3657115935846607,0.2041183465512065,-0.0470325986597087
19,7,0,1.0,2.0,1,0,1.198577735663738,1.3070300057955275,-1.3435622362906583,-0.4376301995066066
19,8,8,3.0,3.0,1,1,1.1859636210768705,0.4554677001312002,1.7771622109883487,1.0899780480190069
19,9,3,3.0,3.0,1,0,0.946479109229438,1.5576347973805824,0.0974210592269286,-0.4225301213094546
19,10,5,1.0,2.0,1,1,0.4520398568493529,0.1102930286197653,0.2180753949281673,-0.2527207324420531
19,11,3,1.0,2.0,0,1,0.9222465841261284,0.7528394952719758,1.3747352542948827,-0.6199711877559337
13,0,1,1.0,1.0,2,0,-0.1724366945433814,0.7533543029919892,0.1093734144307277,-0.2726266250309864
13,1,1,2.0,2.0,2,1,0.3216404975545774,-1.2041444182093684,0.7772830344235776,0.4328542023351303
13,2,6,3.0,3.0,2,1,-0.0985498138685625,0.0456753756817776,1.130003172344038,-0.6249295248992289
13,3,6,3.0,3.0,0,1,1.3633108479768974,1.066464346083978,-1.4416270890292682,0.0163383331490347
13,4,6,1.0,1.0,0,1,1.2349782091775277,1.1008325935548735,0.3634842367747078,-0.7377173151376731
13,5,8,1.0,1.0,2,0,-0.1666561886380347,0.1535740663296334,-1.439480963613663,-0.2241215593794514
13,6,5,1.0,1.0,2,0,-1.0895791398478842,-1.6383457264569918,-0.3906721590279935,1.2070152347286998
13,7,5,1.0,1.0,2,1,-0.882528331585689,-1.142893758409204,0.0922376750453342,-0.9197205261384496
13,8,5,1.0,1.0,3,1,-1.16318694769251,-0.1764764141299556,-0.1890624387571473,-1.1464998560000284
13,9,5,1.0,1.0,2,0,-1.124103813310229,-1.5472893991563583,0.9409259672234656,-0.9622201774614983
13,10,5,1.0,1.0,2,1,-0.7128437574411278,0.0962317136728018,0.6331904949581744,1.253684761283382
13,11,5,1.0,1.0,0,1,1.2987770517104802,1.113624730367161,-0.7163116572665845,-1.1231852905109736
5,0,4,1.0,1.0,0,0,1.814814391872826,1.4067266456503984,-0.2124728480600477,0.3248601407151382
5,1,4,1.0,1.0,2,1,0.5786069943257904,-0.6232710893573769,0.1228207775808997,0.2654128103577434
5,2,3,1.0,1.0,2,1,-0.3500611478794858,-1.4258411068493464,1.648198690960906,-0.9269997906876496
5,3,4,1.0,1.0,2,0,-1.644449924756172,-0.6023216303741609,-1.2419524460706222,1.2917539689904276
5,4,4,2.0,3.0,1,0,-0.1985658619481202,0.8234300945752636,-0.1067805603151735,0.1743072978823282
5,5,4,2.0,3.0,1,1,0.6340268584940425,0.7188854810075034,1.4174331291489843,0.6829894773066855
5,6,3,2.0,3.0,2,1,0.0046061141235813,0.4170023657268958,-1.013610497314377,1.266318014626746
5,7,3,4.0,3.0,0,1,1.2350803461726956,1.4755473565791737,-1.2974572636605133,-0.5966406398432819
5,8,3,3.0,3.0,1,1,0.8044539100675466,0.5515585660765173,0.2004971011236719,-0.554040100725224
5,9,4,2.0,3.0,2,0,-0.5265147918906921,0.6651318424006452,-1.6872080039817814,0.8571957831330633
5,10,4,1.0,1.0,0,0,-0.1534833086385122,0.2387567808550037,0.232843523889954,-1.3161800965323556
5,11,0,1.0,1.0,0,1,0.8568240575423067,-1.9022544672989496,0.3711193830880832,-0.542304320534113
3,0,8,2.0,2.0,2,0,-1.2903843773495354,-0.1278380505037053,0.0783277132076605,0.3632586457807603
3,1,5,2.0,2.0,2,1,-0.3526157197171478,-1.280424812969344,-0.08102564224848,0.6876616762241259
3,2,5,1.0,1.0,2,0,-0.3964538562818311,1.278311242424767,1.6130220335326515,-0.2524298899574753
3,3,8,1.0,1.0,2,0,-1.207573445857819,-0.6344132435559504,1.2262143759257584,-0.6998250014766532
3,4,8,1.0,1.0,2,0,-1.4090810134338778,-1.645874542529852,-0.8582747486709413,-1.085811676247301
3,5,0,1.0,1.0,1,0,0.3729718247565684,0.2269045405191006,1.4547117898456323,-0.2982739716074957
3,6,1,1.0,1.0,2,0,-1.1351402797738634,0.1874565972685884,-0.1084701618689328,0.8569394683704136
3,7,4,1.0,1.0,0,1,1.371129393365221,-1.9377773684920327,-0.9851477451429136,-0.9677120517337316
3,8,4,1.0,1.0,1,1,-0.0708209922922851,0.064097145208905,-1.2109416443752516,1.0683684060946617
3,9,4,1.0,1.0,1,0,0.2039641550450446,0.5852667657279665,-0.0293880317622192,-0.4981780142927354
3,10,4,1.0,1.0,0,1,1.421416006357295,-0.0970423646597121,0.9305557305083912,-0.8790857118340705
3,11,1,1.0,1.0,0,1,1.203214815100029,0.869487792970205,-1.2357077948384856,0.1919109239198599
10,0,6,1.0,0.0,2,1,-0.2675084946970447,-0.3405668415524444,-0.0056336842364068,0.2287166003557669
10,1,7,0.0,0.0,2,1,0.410643086980602,1.2575358168463762,-0.4503613267880855,-0.57036204232424
10,2,7,0.0,0.0,1,1,1.1849401693463946,0.0938329646648079,-0.7674831086612264,-1.15897077454023
10,3,7,0.0,0.0,2,0,0.3661773559281445,0.0234758601529329,-1.0752159640626582,1.5073336819665712
10,4,7,0.0,0.0,1,1,0.7867596756290065,1.2528712180931878,-0.5792125519398644,1.441406386009087
10,5,7,0.0,0.0,0,1,1.7715710069624764,0.047925676979306,-0.9567784232207558,0.7070341502881005
10,6,5,3.0,0.0,1,1,0.6860819867379626,1.1430132864636628,-1.3176661091134865,-0.2332508604559455
10,7,5,2.0,0.0,0,1,1.3423006806100533,1.0749797471103104,0.6112171533576376,-0.3841285439426851
10,8,8,3.0,0.0,1,1,0.9352689335421184,0.762875121004826,0.1384395826300962,-0.3096290807873981
10,9,5,4.0,0.0,2,1,-0.6042347480355474,0.3751973405813484,0.596678120671134,0.2323381132059742
10,10,5,3.0,0.0,1,1,-0.1557222213497494,-0.5520258577838904,0.2427565911671347,0.2387479278910789
10,11,8,2.0,0.0,0,1,1.0657640777338169,0.8791585497023932,-0.5037330557852372,0.6652047348957548
4,0,7,0.0,1.0,2,1,-0.7126838072911073,0.5389571619947842,0.8057198768582333,-1.260288320994099
4,1,7,0.0,1.0,2,1,0.2232573702268616,0.1119212728127089,1.0214781961518646,-0.6976527888325039
4,2,7,0.0,1.0,2,1,-0.875768565594601,0.7329947860230223,-0.0067599416132403,-0.039362017661887
