レース場,レース回,風向,風速,波の高さ,級別,結果,全国勝率_Zスコア,当地勝率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア
9,7,6,3.0,3.0,2,0,0.7565447998813015,0.2325233346020213,-0.5645421074758112,-0.9540321575925764
9,8,6,4.0,4.0,1,1,1.0859279409354674,1.2815396493023796,-0.3783647007321101,-0.2994182927966784
9,9,6,2.0,2.0,2,1,-0.1632154981176121,-0.3310975275318232,-0.4565098774450644,-0.2044174315489505
9,10,6,1.0,1.0,0,0,0.1864135150187151,0.3869477092754793,-0.621545816521398,0.2487404765877409
9,11,6,3.0,3.0,0,0,0.8556556166509165,1.261076578216269,1.3587298103949,0.3871884583627269
5,0,1,1.0,1.0,2,0,-0.7395500452144287,-0.8502337950410707,-0.1033136860229312,0.6331190326965888
5,1,1,1.0,1.0,0,1,1.2214543966134614,1.3454703487402453,-0.1811545586328508,-0.2755810965112822
5,2,1,1.0,1.0,2,0,0.6117544796662926,-0.7316901892061266,-0.1065213599903436,1.0452933786583865
5,3,2,5.0,3.0,0,0,0.800634805872054,0.5939465450831334,-0.3440355436396896,-1.2023312731013247
5,4,1,3.0,3.0,0,1,1.3488983787365854,0.4064729926144733,0.3917037563989639,-0.8247195506574354
5,5,1,4.0,3.0,0,1,0.9393137558021196,0.7080244096504588,-1.720927011738267,0.8203630121545635
5,6,0,5.0,5.0,0,1,0.8203646875875198,0.9445949204801484,1.0504570708370702,-0.7083940104621804
5,7,2,3.0,3.0,0,0,0.3319922637218436,0.1813175175238614,-0.456058147840126,-1.96904903653024
5,8,0,6.0,5.0,0,1,0.5365652688242263,0.7418934822317087,-0.2370655236100262,0.8965308027017393
5,9,1,4.0,3.0,0,1,1.270489533335054,1.3988484800606906,-0.4794718102681569,0.0677728199654287
5,10,1,6.0,5.0,0,1,1.3775206629649182,0.2339496573274644,1.3279382790369822,0.3055520177721588
5,11,1,5.0,5.0,0,1,1.7198951985918665,1.9245008972987532,1.1982368047558922,1.148002371774728
3,0,2,5.0,5.0,1,0,0.9794647760509482,0.6624394011507394,0.6077911782878027,-0.6581204050260705
3,1,1,4.0,4.0,2,0,-1.1108966299011638,-0.7494173913056729,-0.8146699208913208,1.107708188374142
3,2,1,3.0,3.0,2,0,-0.316735986750847,-0.1607033226058105,-0.3778946530274204,-0.3318916714894482
3,3,1,3.0,3.0,2,0,-1.2834958878364358,-1.4943550244460126,-1.4703876031303924,-0.0930232316651458
3,4,0,4.0,4.0,2,0,-1.7165251580466936,-1.775840839844517,1.2922026084496452,-1.4119704237608215
3,5,0,4.0,4.0,1,0,0.5563716090934326,0.4066096895824424,1.2312806905069775,0.8272987816267313
3,6,0,5.0,5.0,1,1,0.2997514456016686,-0.0630775700296764,1.3485253608223908,0.9023493295081494
3,7,1,3.0,3.0,1,1,0.5439742777741847,0.3470456624624941,0.3847132071953364,1.0067185003141614
3,8,1,3.0,3.0,1,0,0.1418145394635439,-0.086038648566434,0.5178494054304131,-0.1701010173463604
3,9,1,3.0,3.0,0,1,1.1895923198311955,1.2087391078424718,0.6868730459204808,1.292048051163529
3,10,1,3.0,3.0,0,0,0.7818239704762455,-0.0256738680872867,0.0880721288069423,-0.5051632750288131
3,11,6,1.0,1.0,0,1,0.7908965311137431,1.5968108055368315,-0.8970129595471037,-0.9103365368440016
23,0,2,6.0,6.0,0,1,1.8094181195612948,1.6073627957758725,0.9226244519268184,-0.4476744658579535
23,1,2,4.0,4.0,2,1,-0.172193525692452,0.0315444072396392,0.912193816852149,-0.7913428104816009
23,2,2,4.0,4.0,1,1,0.8250854314253616,0.8301229482434124,1.440021077149472,-0.2728915688113812
23,3,2,4.0,4.0,1,0,0.9624071511288508,0.6944102808717084,-1.1670610416514284,1.9286280599388756
23,4,2,4.0,4.0,2,1,-0.576250491924134,0.0242272119265579,0.7296394404775387,-0.4473330421211906
23,5,2,4.0,4.0,2,0,0.2004781537270952,-0.3263579739346506,1.6258613733826976,-0.8544154541545657
23,6,2,5.0,5.0,3,1,0.1890909351717286,-1.543582557282328,-1.441512066094866,0.1533692257527407
23,7,2,5.0,5.0,3,1,-1.509792646622264,-1.2937413293925282,-0.4020107590081312,-0.8827815536724644
23,8,2,3.0,3.0,2,0,-0.875349696638806,-0.900735253870606,-0.1715349309213462,-0.1372009933075464
23,9,2,3.0,3.0,2,0,-0.5134628792444559,-0.1400967000961173,1.1436231393685228,-0.1263840647970781
23,10,2,2.0,2.0,0,0,0.5762916342143436,1.1645166777692686,-0.0655749509431731,0.598561346556244
23,11,1,2.0,2.0,0,1,0.7328089350455489,0.9997238446148884,-0.5496278579380955,-0.0169691509738441
17,0,2,6.0,5.0,0,1,1.6315727558210682,1.745038956472409,-0.2657078900624042,-0.3933459944848444
17,1,2,6.0,5.0,2,0,0.053721724506247,0.3769410596347194,0.3594081732586374,-0.6389793761825131
17,2,2,6.0,5.0,2,1,0.2158190028100905,-0.030500805349204,-0.2753356804266091,0.9890171890198114
17,3,2,7.0,5.0,2,1,-1.492284764706973,-1.9006406094653812,0.5110278801253486,1.5373925739925838
17,4,2,6.0,5.0,0,0,1.684616879255445,1.3404500619585833,1.1605166475252269,0.9261148054912434
17,5,2,7.0,5.0,2,0,-0.9366751191450534,-1.1072881034946136,0.2236953785534574,0.5702831282858692
17,6,2,7.0,5.0,2,1,-1.6334917603593164,-0.7270157435320218,1.6196895855997664,-1.8515541711620436
17,7,2,5.0,3.0,2,0,-0.7820019824379779,-0.9318136040169336,-1.5072482506253426,-0.924218438900302
17,8,2,6.0,5.0,1,1,0.3799514672075043,0.333959113608129,-0.2902862430387701,0.0224009571272809
17,9,2,5.0,3.0,1,0,0.0889541513191427,-0.2216163710783994,0.2241108471480185,-0.2759106725532129
17,10,2,6.0,5.0,1,1,1.0311156254868792,0.7555493337635822,1.5591275674226697,-0.6618690647066519
17,11,2,5.0,3.0,0,1,0.8878286100178421,1.4335620326333596,0.4068499272914631,-0.3721790751976853
11,0,8,5.0,4.0,2,0,0.2973596702120298,0.2181385553204557,0.07426207379716,-0.7939438715595912
11,1,8,5.0,4.0,2,1,-0.1066331364254863,0.0788526906616834,-0.4957730218723868,-0.469156210326018
11,2,8,5.0,4.0,2,0,-0.5791484753800594,-0.6301484839654168,0.5395191403326086,0.0006807190118488
11,3,8,5.0,4.0,1,1,0.4873941111585176,0.5377325902228115,-1.4387423635984662,-1.11094061173351
11,4,8,5.0,4.0,0,0,0.8023271050827747,0.9374979413663274,1.0241583701923056,0.233600776100277
11,5,8,5.0,4.0,2,0,-1.1752996808654272,-1.3959523394530546,-1.2434058516217092,1.5515848822349698
11,6,8,5.0,4.0,2,1,-0.7235212288496063,-0.8122276036597436,1.0139756329466307,-1.1362031666433268
11,7,8,4.0,3.0,2,0,-0.998088085719225,-0.5021088107170077,-0.3228180669590724,0.8244592359241646
11,8,8,4.0,3.0,1,1,0.4812361415041734,0.1051989672330989,1.2556091278531838,-0.9980230115298242
11,9,8,4.0,3.0,0,1,1.440027922934702,1.4944724319312863,-0.016299536742042,0.7401781218081799
11,10,8,4.0,3.0,0,0,0.9448277007722492,1.3245624179642697,-0.3576912126483198,0.3492385524472524
11,11,8,4.0,3.0,0,1,0.4752781728414071,0.5512123801694809,0.4734930521529123,-0.7029874023398728
22,0,2,3.0,1.0,0,0,1.4819225823923998,1.4231496164637083,-0.3493297731240257,0.5599355068656768
22,1,0,2.0,1.0,2,1,-0.715833989590879,-1.1283105592720044,1.306370990664539,1.1669859158314462
22,2,0,3.0,1.0,2,1,0.4843980004440499,0.1433132398716805,-0.2960064529540134,0.3486633526535785
22,3,2,3.0,1.0,0,1,0.6994394756420995,0.9962566395896728,1.8789489602631404,0.0661048938872949
22,4,2,3.0,1.0,1,1,0.0398652978531743,0.3798859148955195,-1.0611408941694374,1.735899209923804
22,5,2,3.0,1.0,1,1,0.3422711423315694,0.9080922172182512,0.0723921627315337,-0.6447986380233379
22,6,2,3.0,1.0,0,0,0.8327989694487609,0.7414623915308839,1.1506107697985242,0.9026624611247516
22,7,2,3.0,1.0,1,1,0.8850248609348467,0.7944739348027372,-0.358799288800489,-1.1133610802334912
22,8,2,3.0,1.0,0,0,0.9536495542949216,0.7911443406926545,-0.9003804349331641,1.305550334786468
22,9,2,3.0,1.0,0,0,0.9237330017189028,0.5672088326967687,1.8461111380898163,0.1450922113351364
22,10,2,3.0,1.0,0,1,0.5568072497466338,0.6979385449057064,1.4176098150205183,-0.7543393620615392
22,11,2,3.0,1.0,0,1,1.0413028721383295,0.8787150113852028,0.5369979200343711,-1.4411577425578608
18,0,2,6.0,3.0,2,0,0.1577614393351979,-0.223709334353685,-1.1265477167849425,1.205301260296839
18,1,0,6.0,3.0,2,0,-0.9899315326954542,-0.5888958896957301,-0.8158315833058034,1.8151177322625591
18,2,2,5.0,3.0,2,0,0.052951133309979,0.1880476504947061,1.0505069140862144,-0.6292417538576139
18,3,2,5.0,3.0,3,0,-1.214102672391677,-1.6677959265777966,-1.0053020381179825,0.3780872241126984
18,4,2,5.0,2.0,0,1,0.7034475006835812,1.7843244471452422,0.2767931957663532,0.7162563482606825
18,5,2,4.0,2.0,0,0,1.4088336016716587,1.5162361915722815,-1.6305882959583025,-0.8887365839772112
18,6,2,3.0,1.0,0,1,1.18667093996615,1.2155462254006797,1.4209456987373428,-0.5412679242998846
18,7,2,3.0,1.0,1,1,0.5988071379020352,0.2067930623271898,-0.0160822939441625,-0.152336948181276
18,8,2,3.0,1.0,1,0,0.3677741190699833,0.2677241360456684,-0.2974168967873613,0.4869251337332831
18,9,2,4.0,2.0,0,1,0.610734628930138,1.4988491261048098,1.0324803487591203,-0.6299393680788518
18,10,2,4.0,2.0,0,1,0.4566994791962417,0.4894830164152925,1.538686409887417,-1.2474436332445713
18,11,2,3.0,1.0,0,1,1.0574478516619967,1.1981579413753332,0.60185562056661,1.4196952993590009
8,0,8,1.0,1.0,3,1,0.0983574730311572,0.0153619678736891,0.7449902233518542,0.1594433891757539
8,1,4,2.0,1.0,2,1,-0.2889214469251984,-0.4973944711781235,-0.0974335840942088,0.5867387731283012
8,2,4,1.0,1.0,2,1,1.4633507439487097,-1.3601196630109116,0.8892545285875143,1.244553143986228
8,3,4,1.0,1.0,2,1,0.5553976622261908,0.1908705827869166,-0.1370882936933227,-0.7650680068154305
8,4,6,1.0,1.0,2,0,-0.4035798041659011,-0.1179247643166976,0.3522666718106897,0.0416544903015954
8,5,6,1.0,1.0,2,0,0.3712644786982437,0.5183934933868409,-0.8101853407679633,-1.120911749286113
8,6,3,2.0,1.0,1,0,0.439974257337555,0.2496680262426861,-0.1425762540231694,0.7689740297987345
8,7,4,1.0,1.0,1,1,1.2677451886039746,0.5522478776660494,0.7085213904794797,1.0605172697748404
8,8,6,1.0,1.0,2,1,1.1024869887732327,0.744121409321416,-0.7052311279633848,-1.4352326738507064
8,9,3,1.0,1.0,1,1,1.199080231899346,1.256500553201834,1.3220479593575167,-0.398039275818295
8,10,6,1.0,1.0,0,1,1.161214192174128,1.1810959746156733,1.2155809656252814,0.883303858913629
8,11,6,1.0,1.0,0,1,0.961016871117354,1.2843226073638283,-0.7309197810294829,-0.5098082748420714
6,0,3,3.0,3.0,0,1,1.814139647779625,1.873353626455576,0.0586441370395644,1.502101681901027
6,1,3,3.0,3.0,1,1,0.5193997048429283,0.5691346778062749,1.4002039054734532,-0.920830931090248
6,2,3,3.0,3.0,0,1,1.4487715772519338,1.47050751386782,-0.2961786006010059,1.608120774681856
6,3,5,3.0,3.0,1,0,0.5730037567905653,0.3324896934947265,0.0940212970686941,1.608452062023001
6,4,5,3.0,3.0,2,0,-0.7677843681819544,-0.2794351828872912,1.9238045641104704,-1.3967468596103068
6,5,5,3.0,3.0,2,0,-0.0941016853824995,-0.143735743560637,-0.0289275282022458,-0.9630374585589558
6,6,3,3.0,3.0,2,0,-0.3008468152768631,-0.0944994843500689,-1.57250107617902,-0.5381523163398997
6,7,3,3.0,3.0,2,0,-0.1749762150300043,-0.3287874290081722,-0.844710895409531,0.5183221823648989
6,8,3,2.0,2.0,1,1,0.6564106064736546,1.000825530667732,0.2349906394445317,-1.1150001431975642
6,9,5,3.0,3.0,0,0,1.0285717352370705,1.067469149038787,0.7424154913268127,1.6038966148590792
6,10,8,3.0,3.0,1,1,0.7693911926229046,0.4449949373118763,0.8647931167317373,-0.4450879307444957
6,11,8,3.0,3.0,0,0,1.7984802072173225,1.833420358925236,-1.0613044846568562,-0.963133661927748
20,0,3,1.0,1.0,1,1,1.1081754397569576,0.8965535857616187,-0.079366170910251,-0.6047792667016307
20,1,3,1.0,1.0,1,0,1.0166237660395152,1.1280569401661549,1.0018314403887396,1.5317163719546147
20,2,3,1.0,1.0,1,0,0.1445152418176355,-0.0461013002416363,-0.5587479968989274,-0.3382094215313421
20,3,3,1.0,1.0,0,1,1.0208573540023482,1.0183977624069285,0.9540215880258835,0.8316438145289742
20,4,3,1.0,1.0,0,1,1.7046823091585708,1.4238362510411209,0.1338784934668767,-0.2182298734799646
20,5,3,1.0,1.0,2,0,-0.9608459167740552,-0.971726243583954,-1.5162366110642846,1.1968556946081566
20,6,3,1.0,1.0,2,1,0.7578860894148018,1.3046536786790923,-0.5219084124447604,-1.349950060775008
20,7,3,1.0,1.0,2,0,-0.135695338766787,0.1217571439450192,-0.37860652825338,-0.7636551760880639
20,8,3,1.0,1.0,1,1,0.2607140448103243,0.341140441644517,0.3367096072975405,0.4995571155289031
20,9,5,3.0,3.0,0,1,1.2135620504807096,1.0255631765239392,-1.039358263575862,-0.3650088306061939
20,10,5,3.0,3.0,0,1,1.0435866857773275,0.1649043831785983,1.31543650584836,0.7349368338998046
20,11,8,2.0,2.0,0,1,0.673152029538944,1.6800166380126118,-0.6331777518743767,-0.0580423894437697
21,0,2,4.0,4.0,2,0,-1.641689306068977,-1.3619451203971311,-0.6209953919830417,-0.3197160649491555
21,1,2,4.0,4.0,2,1,0.0415740074086215,-0.4983785054173221,-0.3269000611147585,-0.0353797137204963
21,2,2,3.0,3.0,3,0,-1.072672958124238,-1.547186959584733,-0.7487572817663917,-0.2744341049272208
21,3,2,3.0,3.0,2,0,-0.8771592400326209,-0.1810693073931313,0.6260708913241646,-0.4757500646945743
21,4,2,3.0,3.0,0,1,0.6910346842342856,0.8588200120241459,-0.8487386078669272,-0.9824821341727572
21,5,2,3.0,3.0,1,0,-0.0649958197591579,0.6250561694196779,-0.075612362282624,0.3475204340973925
21,6,2,3.0,3.0,0,0,0.694243727617584,0.6315612179083945,-0.0907618096652515,-0.2557467489548772
21,7,2,3.0,3.0,0,0,1.5443721734751223,1.4377906495789852,-0.0230433636728093,0.8721887809840334
21,8,2,3.0,3.0,0,0,0.8373855569246355,1.2877834578053016,-0.5850990314602679,0.0530218562356698
21,9,2,3.0,3.0,0,1,0.9106090724894838,0.2761103880444746,-0.1894860528753488,1.48743418125819
21,10,2,3.0,3.0,0,1,0.7554468202477548,1.0281977577417722,0.3039822248969566,0.3787076659191651
21,11,2,2.0,2.0,1,1,0.0472288620260287,1.320694525625523,-0.026714886204478,-1.779964304013621
2,0,5,2.0,2.0,2,1,0.5868739104538842,0.7442727761937686,-1.1533334352634987,1.2418804801876764
2,1,5,1.0,1.0,2,1,1.569743782894589,1.3146219633177791,1.4502331427665809,-0.4870651945889705
2,2,5,1.0,1.0,2,1,-1.1258112325830876,-0.6029680064918064,0.4411338616023357,0.1905979599276786
2,3,5,1.0,1.0,2,1,-0.7641238183128598,-0.1630625378446903,-0.1972258074349707,-1.0057606773300731
2,4,5,1.0,1.0,0,1,0.9987723734702956,1.2246777678339076,1.077729354672636,-0.3122462219666162
2,5,4,1.0,1.0,1,1,1.5028713642354514,1.1770249920999123,-0.9003701487824051,1.766075248334478
2,6,4,1.0,1.0,0,1,1.8852509596686975,1.4829845915263682,0.4970234662173253,-1.270018331274497
2,7,3,1.0,1.0,2,0,-0.2883770228458727,0.5719593923246669,1.4552804995712825,-1.7409532570793989
2,8,6,2.0,2.0,0,1,0.9188443446633536,1.3353184279547743,1.5189929702925355,-0.9888435097535762
2,9,5,2.0,2.0,2,1,0.2577687948111399,0.6606445969915133,0.6063604434048145,-0.5885093959475054
2,10,5,3.0,3.0,1,1,0.2127479470875936,-0.9174747854314592,0.4170006075057768,1.092889788191484
2,11,4,1.0,1.0,0,1,1.1598738125934125,1.1488333879551098,0.2885545474544922,-1.3640657236856957
13,0,1,1.0,1.0,1,1,1.4742304223197105,0.9219662912386322,0.6245585381805395,0.9843237111408404
13,1,0,1.0,1.0,1,1,1.2969173817726978,0.8545391409284984,-0.0042201654409621,0.1079083516244226
13,2,1,1.0,1.0,0,1,1.0450553285472692,1.2738829276913723,-0.9236804105066914,0.7923780909324738
13,3,1,1.0,1.0,0,1,1.697213513855894,1.8931466368868013,-0.9407114033170026,-1.3772029834591963
13,4,1,1.0,1.0,2,1,0.2910492046623805,-0.96085448744432,1.2892789763522494,1.8854528602142089
13,5,6,1.0,1.0,2,1,-0.3703913245672485,0.3144150378779244,0.4807863924946739,0.55803360853343
13,6,5,1.0,1.0,2,1,0.8954798151513078,1.0723161711922973,-0.5791326576911988,1.7535386766275096
13,7,8,1.0,1.0,2,0,-0.023981873978302,-0.0291138670348016,0.9170998947767004,1.3580198686017089
13,8,5,1.0,1.0,1,0,0.0757793245524878,0.546899041574964,1.441781477872955,0.0889283069415384
13,9,3,2.0,2.0,0,0,0.8880100777443551,0.5555403454874409,-0.6120123014187752,-0.1676459082554176
13,10,5,3.0,3.0,2,1,0.9239865668036708,1.2999258685143935,-1.4545968732237582,-1.487034309107082
13,11,5,3.0,3.0,0,1,0.1387039366827128,0.4622722899037492,1.0374505087528163,-1.3423721991583213
9,0,6,1.0,1.0,0,1,0.7274839357693956,0.7711301205705894,-0.6402066679121832,1.6897376427098132
9,1,6,1.0,1.0,2,0,-0.697069881955794,-0.8436228926937596,0.2822141491585379,-0.5573304063052172
9,2,6,2.0,2.0,2,0,-1.2227224906689766,-1.051186309773912,-0.4506728624394531,-0.5558785689669784
9,3,6,1.0,1.0,2,0,-0.4983076271644024,-0.468859656869788,-0.6775967404471727,-0.1025126317419436
9,4,6,1.0,1.0,2,0,-0.7513966856914416,-1.2187503374818645,1.6993369656756232,-1.067835802258559
9,5,6,1.0,1.0,0,1,1.6886530292976945,1.8280191769656264,1.658394245905794,0.3281688219618844
9,6,6,2.0,2.0,0,1,1.3832460352322795,1.5626630898666771,-0.8951608068084409,1.1452209534531452
9,7,4,1.0,1.0,2,0,0.4633136075122416,0.4575946389278764,-1.1717822430900122,-0.957569035612026
9,8,5,1.0,1.0,0,1,1.2592370213470587,1.253456862128585,-0.9975840854849451,-1.5677035971944226
9,9,5,2.0,2.0,2,0,-1.0455902743333814,-0.3798851311118975,-1.0287271533651008,0.8347467120020652
9,10,5,1.0,1.0,1,0,0.369443775468127,0.4123596526795234,0.0518032808851715,-1.0675437263493026
9,11,5,2.0,2.0,0,1,1.177745192081763,1.0757009550928829,0.0346712026692281,-0.1962328403289127
5,0,4,2.0,3.0,2,1,0.7762171769577775,0.1248279316271141,-0.6496990648761864,0.2713446062739129
5,1,5,2.0,3.0,2,1,0.5574210225906681,0.4345892052520182,-0.9287273976516572,-0.2390291394346021
5,2,5,3.0,3.0,1,1,0.5836807689442444,-0.2244241161376965,0.2729901798917155,-1.1869000829126617
5,3,2,1.0,1.0,1,0,0.5098531555338615,0.902116043585738,-0.2742957640373591,-0.1962066992551663
5,4,2,3.0,3.0,1,1,-0.978216146964591,0.2327052433403894,0.2331420758580094,0.8622075695460485
5,5,2,2.0,3.0,1,1,0.559508039180478,0.5970649909349566,-0.164611037314633,0.9269025250743704
5,6,5,2.0,3.0,0,0,1.0270826079262572,1.196171571054678,-0.1453962310095514,0.9344903919302228
5,7,5,1.0,1.0,1,1,0.8960234700462375,0.9484226579326096,0.5301887711793372,-1.2564916206968455
5,8,3,4.0,3.0,0,1,1.2502975250325183,1.849926805647457,0.1697822311496271,-0.3156643862636575
5,9,4,3.0,3.0,0,0,0.6582777137844145,0.3496984579144289,1.3157464658638818,-1.064470359193688
