レースコード,1=2=3,1=2=4,1=2=5,1=2=6,1=3=4,1=3=5,1=3=6,1=4=5,1=4=6,1=5=6,2=3=4,2=3=5,2=3=6,2=4=5,2=4=6,2=5=6,3=4=5,3=4=6,3=5=6,4=5=6
20240418NRT04,3.1,11.8,16.3,10.0,8.8,11.4,6.4,34.3,21.3,44.3,19.9,40.0,11.7,79.2,31.0,90.1,71.1,19.1,54.6,84.6
20240418NRT05,10.8,7.3,23.6,15.9,6.9,24.2,14.8,10.4,5.7,30.3,24.2,59.6,45.8,24.6,14.2,51.9,25.9,11.8,56.0,10.5
20240418NRT06,3.0,18.1,36.2,12.1,8.7,15.1,4.0,68.4,38.5,57.7,20.8,29.7,7.8,107.6,63.7,117.3,47.6,18.8,30.0,124.4
20240418NRT07,3.2,10.7,12.8,9.5,6.7,7.9,6.5,24.6,24.5,26.7,38.9,37.4,21.0,109.2,68.0,95.1,57.4,47.3,48.8,74.9
20240418NRT08,4.8,8.3,23.5,6.3,7.5,15.7,4.7,38.2,10.0,34.2,29.6,55.7,17.6,105.4,33.6,109.9,54.9,24.6,60.6,73.3
20240418NRT09,4.1,19.3,6.1,12.4,29.6,10.8,23.0,38.3,62.8,31.6,14.7,6.6,8.6,27.2,31.7,19.1,32.2,41.2,28.6,78.3
20240418NRT10,2.9,10.2,13.1,9.4,13.9,13.8,9.8,45.6,35.0,34.6,16.0,17.4,7.1,70.5,44.1,52.4,60.9,39.6,39.6,100.2
20240418NRT11,3.5,5.8,6.6,11.7,7.8,8.8,14.5,15.7,22.8,26.5,29.8,41.1,41.1,44.6,53.4,91.1,53.7,66.9,110.7,51.9
20240418NRT12,5.0,5.0,10.9,17.0,5.0,10.9,16.1,10.9,16.0,34.2,22.9,48.9,56.9,33.0,43.2,90.8,22.6,41.2,84.9,33.7
20240418KJM01,3.1,14.3,3.4,12.7,19.4,4.8,18.0,17.5,36.3,13.4,98.5,40.5,89.0,95.1,131.4,81.1,102.2,230.0,78.8,153.3
20240418KJM02,5.2,4.2,9.5,19.0,4.8,7.5,15.9,7.8,17.7,32.2,52.5,81.3,90.4,62.6,87.9,125.2,52.5,65.1,93.0,81.3
20240418KJM03,4.9,4.0,13.3,121.9,3.8,11.9,101.0,6.4,62.0,114.1,15.9,38.4,121.9,19.7,117.9,168.4,14.2,84.2,141.5,66.7
20240418KJM04,4.1,2.4,12.0,33.7,5.4,24.7,43.2,17.7,33.1,88.6,14.9,40.7,90.8,24.6,50.6,104.2,48.5,101.2,154.1,70.8
20240418KJM05,11.9,9.6,16.7,92.8,2.9,4.7,67.0,3.4,64.6,92.8,39.7,57.4,180.9,28.7,157.3,329.0,13.7,97.8,150.8,86.1
20240418KJM06,1.7,7.0,15.6,25.2,5.3,11.9,25.2,36.5,96.7,142.8,19.1,39.9,63.8,68.1,187.4,199.9,37.9,96.7,199.9,93.7
20240418KJM07,7.1,7.2,3.2,24.9,13.7,9.9,38.1,5.5,23.3,12.3,70.5,52.3,124.7,20.9,72.0,54.9,40.0,124.7,98.2,25.9
20240418KJM08,5.5,5.0,4.6,19.8,7.2,8.3,21.0,7.8,17.8,14.6,36.8,63.5,133.7,57.7,133.7,90.7,66.8,101.6,115.5,79.4
20240418KJM09,7.9,4.0,34.0,30.6,2.3,19.2,13.3,15.8,9.8,49.2,34.8,132.3,96.4,82.7,64.3,159.6,51.4,23.3,210.5,55.7
20240418KJM10,3.6,9.8,3.6,25.0,12.1,5.7,40.9,12.7,53.8,18.5,37.1,16.1,97.7,35.4,129.4,52.0,39.9,191.5,65.6,66.5
20240418KJM11,9.2,2.7,8.6,31.8,6.2,13.1,43.5,5.9,13.6,25.3,30.5,108.1,162.2,25.4,58.5,127.4,54.0,118.9,274.5,28.5
20240418KJM12,3.6,4.9,11.3,16.6,5.3,11.3,22.2,14.8,22.3,40.4,19.1,35.3,51.1,33.5,39.3,98.8,29.8,50.8,99.9,39.5
20240418MYJ01,3.4,4.3,3.6,28.3,9.6,7.3,58.3,10.5,65.6,39.6,75.0,56.7,123.5,48.8,190.9,175.0,51.2,131.2,95.4,84.0
20240418MYJ02,5.5,10.7,29.7,69.3,9.3,17.9,56.2,44.2,148.5,173.3,3.5,5.0,30.1,17.3,57.7,57.7,8.5,34.6,42.4,42.4
20240418MYJ03,2.2,9.8,10.3,12.0,7.3,7.6,9.2,37.1,70.2,32.2,45.7,36.4,46.8,85.5,82.0,75.6,51.7,72.8,53.1,98.4
20240418MYJ04,2.5,25.8,33.5,29.0,3.5,6.4,5.7,34.4,34.8,32.6,37.9,58.6,60.0,135.8,92.1,286.8,71.7,34.8,95.6,117.3
20240418MYJ05,1.7,5.9,37.4,9.0,8.3,44.6,11.6,86.5,39.5,125.9,23.8,76.9,19.7,92.3,32.2,153.9,62.9,57.7,230.8,173.1
20240418MYJ06,7.6,16.7,6.5,3.4,37.3,33.4,30.2,72.9,69.7,21.9,27.1,15.7,14.0,18.2,17.4,6.1,57.2,69.7,34.8,30.8
20240418MYJ07,7.3,12.9,3.2,4.1,60.1,25.4,24.3,29.7,31.7,10.4,69.3,27.2,37.5,31.3,34.1,8.7,99.4,127.0,48.6,45.7
20240418MYJ08,6.4,31.6,27.3,89.5,3.7,2.5,19.5,14.5,86.6,44.0,66.6,47.2,185.5,118.0,236.1,216.5,6.9,56.4,20.4,99.9
20240418MYJ09,3.7,3.2,5.7,20.8,10.7,11.9,37.3,12.0,38.0,36.6,43.1,36.6,64.7,21.3,57.1,64.7,57.1,97.0,107.8,74.6
20240418MYJ10,5.7,4.5,12.1,27.7,6.5,8.7,21.6,11.4,27.7,36.7,24.1,30.6,56.5,77.4,33.4,133.7,10.2,16.9,26.2,47.4
20240418MYJ11,欠場,3.5,3.7,17.2,欠場,欠場,欠場,2.4,10.1,13.8,欠場,欠場,欠場,25.9,45.6,41.4,欠場,欠場,欠場,18.6
20240418MYJ12,4.1,4.8,12.6,23.0,4.0,10.4,18.1,7.9,15.2,32.3,39.9,106.4,134.4,65.4,70.9,196.4,46.4,47.2,106.4,70.9
20240418SMS01,6.7,34.9,5.2,17.2,26.4,3.6,15.0,24.7,66.0,4.6,74.2,23.7,74.2,99.0,148.5,19.4,59.4,91.4,12.9,56.6
20240418SMS02,3.8,5.8,13.0,11.5,7.2,14.5,13.9,15.2,17.8,35.6,14.4,39.8,43.6,38.7,26.0,84.6,33.0,33.0,35.6,30.7
20240418SMS03,3.1,3.2,18.8,12.0,7.8,45.0,43.0,23.5,21.0,94.3,11.5,56.6,34.7,24.7,18.1,47.1,86.1,61.9,141.5,60.0
20240418SMS04,6.1,9.9,23.6,60.1,9.7,20.9,33.1,29.4,46.5,80.2,3.1,8.9,31.0,14.0,24.2,56.6,12.3,27.5,40.6,39.5
20240418SMS05,2.7,15.3,20.3,15.6,4.4,7.0,6.1,22.1,20.5,42.5,46.9,57.4,46.9,76.6,91.9,121.0,62.1,51.1,79.2,91.9
20240418SMS06,1.8,7.5,59.2,16.9,6.8,43.5,17.8,83.6,35.8,213.1,7.4,74.8,15.0,121.8,26.6,170.5,90.7,24.3,193.8,213.1
20240418SMS07,7.4,3.7,4.1,54.3,10.1,8.9,93.6,3.6,84.2,46.1,70.2,80.2,210.6,28.8,187.2,140.4,33.0,210.6,168.5,43.2
20240418SMS08,15.6,6.8,21.1,62.1,2.0,15.8,63.1,3.0,15.3,55.5,101.5,181.0,378.6,104.1,166.5,378.6,52.7,134.3,277.6,67.1
20240418SMS09,6.6,23.5,32.4,23.2,3.1,6.5,3.2,29.8,18.2,37.3,54.6,57.4,45.2,194.8,117.9,263.6,67.9,22.7,31.3,101.8
20240418SMS10,3.7,3.0,5.4,28.8,8.0,10.2,48.1,7.9,30.1,35.9,77.1,87.4,374.7,56.4,145.7,209.8,102.8,249.8,218.6,51.4
20240418SMS11,2.8,9.5,15.9,14.6,4.8,6.8,6.8,22.7,23.3,17.8,70.5,106.6,127.3,158.1,176.3,152.8,75.1,84.9,55.2,101.9
20240418SMS12,2.2,7.3,7.3,8.2,13.0,11.6,14.9,21.0,23.1,19.8,68.1,48.2,49.9,127.3,86.5,103.8,103.8,149.9,102.2,134.9
20240418WKM01,2.2,19.9,24.2,56.6,12.3,15.7,37.1,71.3,187.6,254.7,4.5,5.7,12.0,43.4,96.3,187.6,29.9,75.8,91.4,155.0
20240418WKM02,10.7,3.7,4.4,14.1,21.0,23.5,50.6,9.3,26.5,21.4,30.1,35.6,57.0,8.3,22.1,20.6,71.3,82.5,92.3,19.8
20240418WKM03,20.0,5.0,6.2,70.4,12.8,15.0,83.2,3.2,40.3,30.8,28.6,30.1,119.4,8.8,78.4,59.7,15.1,68.6,83.2,12.5
20240418WKM04,11.3,9.0,6.2,33.2,23.2,13.7,61.8,17.1,79.2,37.6,11.5,6.8,32.1,5.2,24.7,11.5,15.9,49.8,59.4,29.1
20240418WKM05,3.9,21.5,6.0,32.3,17.9,5.9,26.2,40.6,104.3,44.1,15.8,5.3,17.4,29.4,88.2,27.9,22.9,58.1,17.7,81.9
20240418WKM06,5.7,6.4,16.8,70.9,9.2,14.4,79.2,13.1,74.0,119.5,4.5,10.5,66.8,9.5,63.0,117.4,7.6,61.9,90.8,39.8
20240418WKM07,3.6,12.1,4.7,3.0,35.3,20.1,18.3,23.3,37.2,14.8,87.9,33.8,45.2,97.4,121.8,25.6,62.1,147.3,62.7,129.2
20240418WKM08,2.8,10.1,7.0,32.3,8.1,3.6,18.3,11.9,44.9,17.2,89.1,64.7,133.7,120.6,246.1,157.8,85.4,157.8,106.1,100.8
20240418WKM09,5.5,13.2,41.9,33.9,2.0,15.2,7.6,29.8,14.2,65.4,20.9,80.0,69.6,124.7,87.9,223.5,33.7,12.2,94.1,85.1
20240418WKM10,4.6,7.2,12.3,5.5,10.8,17.1,6.3,18.8,8.2,14.0,74.3,93.6,57.3,81.8,44.4,62.8,88.5,59.7,49.7,46.8
20240418WKM11,15.2,7.3,8.7,15.1,10.5,11.1,17.5,4.9,4.3,7.4,122.5,147.5,153.8,82.1,88.1,43.2,129.0,141.7,91.5,19.3
20240418WKM12,5.3,4.3,15.0,38.5,3.2,9.6,39.9,6.4,39.5,34.7,30.7,63.7,85.7,39.1,78.5,154.1,31.7,87.5,144.9,42.4
20240418FKO01,2.0,3.8,65.1,19.1,3.6,58.9,15.7,71.0,18.2,138.5,31.1,184.7,104.5,263.8,76.9,277.0,162.9,75.9,251.8,263.8
20240418FKO02,2.0,15.2,5.0,32.9,12.2,4.3,33.4,47.9,165.9,95.8,42.2,14.0,100.3,105.2,159.7,159.7,46.3,179.7,116.5,308.1
20240418FKO03,1.5,9.4,80.6,147.4,2.5,26.2,41.9,104.3,388.7,328.9,20.0,142.5,305.4,328.9,388.7,712.7,115.5,267.2,305.4,475.1
20240418FKO04,4.2,3.9,6.4,50.3,6.1,12.4,87.3,5.5,82.5,83.6,15.7,29.2,228.4,23.2,132.0,297.0,32.2,174.7,270.0,58.8
20240418FKO05,2.5,1.8,26.5,68.2,7.3,72.4,186.9,42.7,118.3,169.1,11.7,126.8,161.4,91.0,98.6,126.8,136.5,221.9,355.1,253.6
20240418FKO06,2.0,20.9,3.5,8.5,38.0,8.0,25.9,37.4,119.1,18.8,119.1,23.3,61.6,180.8,349.6,36.9,262.2,374.5,92.0,127.9
20240418FKO07,1.8,欠場,56.3,10.4,欠場,25.4,1.8,欠場,欠場,76.2,欠場,67.0,20.4,欠場,欠場,90.4,欠場,欠場,61.7,欠場
20240418FKO08,22.5,2.0,27.6,7.2,29.8,75.7,38.0,12.9,3.8,29.6,81.2,416.3,180.0,73.2,12.3,141.7,214.9,82.2,333.1,27.7
20240418FKO09,3.3,7.6,28.5,22.0,6.4,17.3,24.1,35.5,46.2,82.9,7.7,15.4,12.9,28.5,23.1,37.2,22.8,32.9,32.1,34.6
20240418FKO10,4.8,6.0,21.3,32.5,3.8,14.0,24.9,20.3,37.6,80.3,8.9,33.2,41.3,27.2,37.1,110.6,11.2,22.0,41.9,35.6
20240418FKO11,2.8,5.4,5.7,34.6,7.7,4.8,35.0,15.0,43.2,30.2,51.9,47.2,154.2,62.9,125.0,117.1,92.5,151.6,140.1,87.2
20240418FKO12,3.8,3.2,11.1,23.6,5.6,16.0,23.3,11.5,27.3,42.7,26.7,56.1,82.9,26.1,53.4,110.6,44.4,54.8,91.8,59.8
20240418KRT01,2.7,20.3,5.2,19.2,17.6,4.1,13.0,24.6,46.6,12.9,94.2,30.0,71.7,94.2,126.5,73.9,58.6,98.1,32.9,58.6
20240418KRT02,2.9,5.1,3.0,55.9,21.7,12.1,167.8,17.7,127.1,51.8,28.9,12.9,209.8,15.0,116.5,66.6,59.9,419.7,233.1,155.4
20240418KRT03,4.1,15.7,17.4,36.9,2.6,3.5,13.0,15.0,46.1,68.2,56.0,69.7,98.1,165.2,261.6,392.4,36.5,92.3,104.6,241.5
20240418KRT04,6.9,1.7,5.8,58.9,9.2,15.0,91.3,9.0,74.6,104.1,36.4,66.8,319.8,31.3,144.4,298.5,63.9,319.8,159.9,213.2
20240418KRT05,4.7,10.1,6.4,61.9,14.9,10.6,84.6,16.5,78.6,51.0,13.0,4.6,57.6,9.0,85.7,38.0,12.8,81.5,46.4,48.4
20240418KRT06,6.6,6.5,22.7,129.6,3.0,14.0,88.9,8.9,77.7,148.1,6.8,25.9,155.5,17.9,135.2,259.3,7.0,70.7,207.4,84.1
20240418KRT07,3.9,3.0,50.0,20.8,8.5,73.5,49.3,83.7,26.2,240.1,4.6,42.3,18.9,39.1,9.7,120.0,105.9,33.0,171.5,120.0
20240418KRT08,4.9,8.7,42.1,27.7,3.0,20.0,8.4,43.4,23.6,122.8,8.8,37.7,20.6,46.7,39.1,179.2,27.9,11.2,81.1,110.2
20240418KRT09,6.5,4.5,94.0,16.4,6.6,57.4,25.5,57.4,11.6,192.2,5.8,80.4,16.9,68.0,5.5,134.0,70.1,10.3,184.2,78.9
20240418KRT10,2.7,21.0,7.2,18.2,22.6,9.6,14.3,47.7,86.6,31.2,23.1,7.8,12.6,32.2,69.8,16.0,52.0,76.7,23.4,73.1
20240418KRT11,3.7,14.4,27.2,4.6,9.4,15.3,4.6,51.7,25.8,47.1,23.9,38.9,13.3,65.7,47.8,92.8,38.9,27.2,51.7,80.9
20240418KRT12,2.1,5.1,18.1,19.8,5.5,15.7,15.4,27.9,29.6,51.9,18.1,50.9,55.3,56.5,65.2,195.8,55.3,60.6,169.7,159.1
20240419TDA01,5.5,5.1,10.1,25.9,6.6,11.3,25.5,7.3,15.7,29.6,22.8,39.4,67.6,19.6,41.1,81.3,22.7,33.8,63.6,20.6
20240419TDA02,15.6,6.9,10.8,28.2,11.1,14.7,39.3,4.5,21.4,19.4,21.1,23.4,51.7,9.2,27.8,35.0,13.9,46.7,41.8,10.2
20240419TDA03,7.5,5.3,4.3,31.3,35.7,28.7,80.7,18.0,73.3,46.5,13.1,9.0,38.4,5.3,31.8,16.5,32.8,103.7,55.8,28.2
20240419TDA04,15.5,4.7,14.2,71.2,9.5,19.6,60.8,5.6,36.1,69.3,12.6,22.6,73.2,5.6,28.5,54.5,8.0,42.2,51.6,19.3
20240419TDA05,15.2,2.8,23.5,29.8,7.9,38.3,58.8,4.5,6.9,61.1,23.9,78.6,83.8,15.5,22.5,97.5,30.2,50.7,154.2,18.4
20240419TDA06,17.2,18.6,13.9,53.7,13.2,7.2,46.0,5.9,36.8,20.9,26.2,14.6,60.2,12.3,67.9,35.1,5.1,34.9,16.9,7.9
20240419TDA07,3.5,6.6,4.0,15.8,11.8,6.8,19.2,14.3,34.7,19.6,50.2,33.7,79.4,43.6,91.2,68.4,60.8,169.9,87.9,84.9
20240419TDA08,8.5,19.8,31.4,96.6,4.7,5.3,17.0,16.7,64.4,49.7,12.0,17.4,47.0,33.2,84.1,82.8,4.9,14.8,16.6,37.5
20240419TDA09,7.6,2.8,22.5,9.6,8.6,35.1,29.7,26.4,11.0,63.9,12.6,58.1,33.1,25.3,9.1,45.3,39.7,36.1,92.6,40.2
20240419TDA10,2.8,8.7,22.9,6.0,14.3,23.9,8.6,59.0,22.0,59.0,16.9,23.2,9.5,64.7,28.3,44.2,67.1,30.3,59.0,78.7
20240419TDA11,2.8,5.4,5.1,9.7,17.7,15.8,19.2,20.2,26.2,32.8,34.7,26.2,38.9,29.8,63.7,58.4,67.8,85.8,102.5,53.9
20240419TDA12,3.2,5.3,9.2,13.4,7.3,10.9,16.0,19.1,22.0,31.0,33.0,33.1,39.1,41.6,40.4,64.6,46.6,42.3,64.6,45.2
20240419EDG01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419EDG12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419HMN01,6.8,4.4,23.8,21.6,10.0,23.3,23.8,16.1,14.4,31.4,8.4,24.2,29.1,16.4,12.0,43.9,16.8,22.9,44.5,23.8
20240419HMN02,16.3,9.8,8.8,135.7,10.8,9.7,150.2,5.4,85.8,65.7,15.1,14.9,210.3,5.4,91.4,89.5,4.2,87.6,93.4,25.8
20240419HMN03,6.4,13.5,40.6,14.9,6.2,20.3,5.2,39.7,15.9,43.8,12.1,32.1,8.7,105.4,24.6,84.3,34.0,8.1,26.7,45.0
20240419HMN04,2.5,2.9,7.7,17.4,11.3,11.7,37.0,21.7,41.1,37.5,32.8,90.7,93.9,67.4,84.8,97.4,131.5,202.3,239.1,105.2
20240419HMN05,9.0,4.8,98.2,9.4,11.5,109.1,18.5,196.5,8.3,155.1,8.0,105.2,12.8,92.1,3.4,117.9,122.8,13.8,210.5,77.5
20240419HMN06,13.0,71.1,27.9,28.7,44.5,7.0,6.5,71.1,96.3,14.5,60.9,8.3,7.6,103.0,142.2,19.1,44.5,49.7,2.7,57.4
20240419HMN07,3.5,2.0,13.3,18.2,8.3,22.5,48.8,17.9,27.6,61.7,32.7,47.6,41.9,52.4,104.9,139.9,58.2,123.4,123.4,139.9
20240419HMN08,11.5,2.0,21.2,50.2,5.9,30.1,71.7,4.6,14.4,68.5,38.6,70.0,143.5,28.4,59.1,215.3,31.3,111.6,120.5,31.0
20240419HMN09,3.5,4.6,20.3,12.5,4.0,17.3,8.5,26.2,14.8,47.4,26.8,75.5,51.4,92.5,49.3,137.0,82.2,46.8,92.5,97.4
20240419HMN10,2.8,12.8,5.0,7.3,24.2,7.0,13.3,25.1,21.3,12.3,77.9,43.8,63.9,97.4,77.9,56.5,118.1,92.8,72.1,60.9
20240419HMN11,11.1,3.6,13.7,71.5,3.6,13.3,53.1,3.5,24.7,45.2,36.1,78.7,145.7,24.2,135.7,131.2,29.1,109.3,157.4,61.5
20240419HMN12,2.5,5.8,5.0,34.5,7.8,7.5,56.1,14.1,80.6,54.2,35.0,28.2,119.4,40.3,189.7,150.0,35.4,161.2,117.3,111.2
20240419TKN01,3.7,2.5,13.8,78.7,4.9,22.5,114.5,5.4,34.0,132.6,40.6,86.8,360.0,34.5,93.3,504.0,78.7,148.2,840.0,72.0
20240419TKN02,5.7,2.5,47.4,18.9,4.9,138.0,24.1,38.9,6.7,89.3,12.3,189.8,94.9,58.4,11.8,253.1,303.7,29.7,759.3,66.0
20240419TKN03,5.9,19.2,243.0,29.0,4.7,51.1,1.6,108.0,16.6,149.5,49.8,324.1,32.4,388.9,55.5,277.8,216.0,12.7,216.0,162.0
20240419TKN04,29.7,4.2,194.6,7.7,19.3,208.5,15.6,63.4,1.8,57.2,116.7,583.9,108.1,364.9,9.1,291.9,265.4,19.9,486.6,36.4
20240419TKN05,5.9,34.3,88.5,4.3,20.8,30.6,1.9,92.7,8.6,21.5,128.5,249.1,35.2,128.5,99.6,189.8,284.7,35.5,90.5,72.4
20240419TKN06,3.0,80.3,22.0,14.3,19.1,5.0,2.3,95.7,35.5,13.7,207.5,99.6,41.5,311.2,249.0,113.1,207.5,92.2,36.6,226.3
20240419TKN07,8.3,17.8,63.0,4.3,7.6,45.8,2.5,84.0,6.6,24.2,74.1,194.0,38.2,210.1,43.4,86.9,148.3,24.7,78.8,64.6
20240419TKN08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419TKN09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419TKN10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419TKN11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419TKN12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
20240419SME01,2.0,15.8,76.2,8.5,14.3,56.3,6.2,105.7,33.0,120.8,15.2,75.5,6.7,126.2,23.4,140.9,153.7,23.5,140.9,115.8
20240419SME02,1.9,8.6,50.8,19.7,6.5,47.0,13.4,91.8,45.9,258.8,6.9,37.4,13.7,107.4,34.5,271.2,101.7,26.8,132.4,210.9
20240419SME03,3.6,26.2,7.0,6.1,33.7,11.1,9.9,50.9,34.0,13.6,44.0,13.6,12.8,61.6,37.9,11.8,83.3,70.1,27.3,80.5
20240419SME04,4.4,1.8,18.4,106.6,8.5,42.6,175.6,13.1,80.7,271.4,8.6,64.2,170.6,15.6,60.9,331.7,53.3,192.6,351.3,97.9
20240419SME05,6.3,4.7,133.2,6.3,5.6,92.0,8.1,117.4,3.4,100.3,43.1,405.8,42.7,212.5,17.1,270.5,262.5,20.1,405.8,144.0
20240419SME06,13.3,3.2,5.3,65.5,43.5,54.6,193.8,11.8,123.3,148.4,12.0,16.3,109.2,2.8,36.9,62.9,39.5,172.7,287.9,75.4
20240419SME07,2.6,22.7,34.1,182.1,4.3,5.0,79.8,56.7,296.6,334.9,8.2,8.1,93.5,34.3,146.2,188.7,10.8,97.9,117.9,211.8
20240419SME08,12.5,3.1,38.8,96.5,2.4,22.6,133.4,4.2,34.2,160.9,27.1,102.4,230.4,33.6,93.8,259.9,19.5,102.4,191.3,72.9
20240419SME09,8.7,9.6,38.9,31.5,3.0,13.2,8.5,10.5,7.4,44.9,29.0,79.0,62.3,59.8,47.8,149.3,20.3,15.1,56.0,23.4
20240419SME10,6.1,5.1,2.7,14.2,22.8,15.9,56.1,8.2,30.5,17.3,50.2,30.0,72.1,24.1,56.7,33.5,69.8,173.0,151.3,52.1
20240419SME11,5.5,18.5,10.3,26.0,8.4,3.5,8.7,13.7,25.6,9.3,64.5,41.3,67.7,74.7,145.5,63.6,22.8,49.7,19.7,38.8
20240419SME12,2.9,5.8,15.9,6.6,7.0,14.4,8.4,22.1,16.6,36.9,48.4,94.2,41.7,100.0,53.6,142.7,71.1,54.3,101.6,92.4
20240419NRT01,5.9,21.9,24.1,4.3,34.9,35.2,11.8,57.7,24.0,38.1,17.7,15.0,4.9,48.8,11.2,15.0,53.8,26.0,25.3,40.9
20240419NRT02,10.3,4.6,5.9,18.6,9.6,10.5,29.8,5.3,14.3,15.7,49.1,52.9,131.3,17.9,44.7,61.7,38.4,75.1,101.7,16.4
20240419NRT03,5.4,5.4,18.7,10.7,8.7,26.8,14.8,22.0,12.8,43.3,10.5,35.5,17.2,30.0,13.7,63.5,28.9,15.4,49.5,31.5
20240419NRT04,9.2,5.8,7.9,17.9,12.7,15.6,29.2,9.0,18.2,24.9,14.4,16.3,31.0,12.6,21.0,17.9,23.4,43.6,29.7,20.7
20240419NRT05,12.3,11.0,14.7,15.9,7.3,8.4,9.4,5.8,5.7,6.0,78.7,114.7,120.5,89.5,67.1,80.9,56.2,67.1,67.1,20.8
20240419NRT06,3.8,4.7,5.0,20.5,11.7,8.8,32.0,14.6,38.8,40.6,19.7,17.5,64.6,26.5,49.4,78.0,33.1,91.0,68.3,58.1
20240419NRT07,8.7,5.4,24.2,52.4,3.2,16.3,51.6,9.6,31.9,72.8,6.7,32.9,117.5,14.4,54.8,162.6,9.8,42.4,143.4,38.5
20240419NRT08,3.5,4.2,18.2,14.5,4.9,16.8,15.2,25.5,17.8,51.0,14.3,39.0,45.2,41.2,39.7,106.0,46.8,50.8,93.7,45.9
20240419NRT09,6.7,10.7,16.9,16.8,4.0,8.1,5.2,17.9,8.1,20.5,52.3,73.5,68.0,94.2,81.7,115.4,38.1,22.8,48.6,52.3
20240419NRT10,8.9,6.3,18.2,42.9,6.3,13.7,43.2,8.6,22.3,59.8,8.8,21.4,56.0,10.6,27.3,54.6,8.5,26.0,44.0,20.4
20240419NRT11,3.5,11.9,5.1,16.8,11.0,6.2,21.0,17.7,33.8,26.0,29.4,13.0,37.0,35.0,61.0,43.4,35.1,75.3,35.2,57.5
20240419NRT12,4.9,4.4,4.2,12.4,11.3,11.7,23.9,8.6,23.1,20.2,41.7,39.0,71.4,46.5,76.0,54.5,63.4,121.2,92.0,59.9
20240419MYJ01,4.8,5.9,14.2,3.8,13.0,33.9,8.0,32.2,9.3,22.7,47.7,112.8,31.4,48.6,19.5,40.6,70.9,42.7,137.8,50.6
20240419MYJ02,6.3,6.5,15.0,25.4,3.6,5.2,12.5,8.2,16.5,25.7,51.4,85.6,115.6,68.0,96.3,144.5,25.9,57.8,96.3,68.0
20240419MYJ03,4.1,8.5,4.9,8.0,28.5,23.9,52.4,57.4,67.2,49.5,14.3,6.8,15.1,17.5,30.9,12.5,63.6,114.9,81.0,93.8
20240419MYJ04,2.7,82.2,6.6,42.1,23.1,2.4,10.6,55.3,99.2,16.4,241.0,19.5,140.5,88.7,337.4,116.3,61.3,134.9,30.6,198.4
