レースコード,1=2=3,1=2=4,1=2=5,1=2=6,1=3=4,1=3=5,1=3=6,1=4=5,1=4=6,1=5=6,2=3=4,2=3=5,2=3=6,2=4=5,2=4=6,2=5=6,3=4=5,3=4=6,3=5=6,4=5=6
20240101HMN01,6.5,3.1,40.4,28.2,11.2,59.2,39.3,43.0,22.2,141.0,3.5,65.9,23.2,23.1,9.0,141.0,44.4,22.5,99.7,51.1
20240101HMN02,8.4,31.4,72.3,92.7,2.9,5.8,22.3,27.6,57.9,121.0,11.1,21.8,49.7,72.3,97.6,129.4,4.3,15.1,26.5,53.0
20240101HMN03,16.6,11.8,62.8,12.6,8.2,60.5,8.1,54.9,4.8,41.4,12.7,103.0,15.9,66.6,6.3,80.4,56.3,5.6,63.4,25.0
20240101HMN04,15.7,30.8,23.6,112.8,13.5,10.6,106.4,14.7,100.7,104.5,7.1,3.9,74.2,10.0,128.2,99.0,3.0,53.2,41.8,38.6
20240101HMN05,4.8,8.3,10.6,22.0,4.7,4.3,10.8,7.6,21.8,15.2,86.7,73.9,157.1,139.6,157.1,201.1,61.3,135.9,111.7,82.4
20240101HMN06,16.5,3.3,29.3,24.4,5.1,31.4,29.7,6.6,3.5,33.1,53.1,118.5,120.7,74.5,37.2,107.0,67.0,40.4,114.4,24.7
20240101HMN07,17.6,3.1,22.4,10.8,9.6,33.6,25.7,6.3,3.1,18.0,79.3,132.9,132.9,62.8,42.3,139.4,109.9,112.0,168.1,37.3
20240101HMN08,19.8,13.3,4.5,72.6,22.0,5.8,112.6,2.4,29.0,18.5,68.8,33.3,222.1,15.8,222.1,68.2,17.3,131.7,68.8,25.4
20240101HMN09,10.2,6.0,3.8,54.3,13.6,7.9,133.2,3.2,56.1,43.2,53.5,33.9,194.1,9.8,130.6,130.6,31.7,261.3,121.3,40.2
20240101HMN10,2.0,9.5,10.6,17.9,6.8,5.9,13.5,40.9,43.1,57.2,37.3,38.9,39.3,112.3,81.1,257.8,56.9,82.6,146.1,151.1
20240101HMN11,9.4,32.2,15.6,44.9,9.8,1.8,9.4,22.7,48.2,7.7,63.9,33.2,98.4,130.1,156.7,95.9,45.9,70.4,19.9,69.1
20240101HMN12,5.1,13.7,2.3,6.9,32.6,8.3,21.4,26.4,57.4,8.6,114.9,46.4,90.0,136.5,126.6,35.9,116.5,107.8,80.1,100.4
20240101GMG01,9.8,16.8,68.3,20.4,3.8,9.4,2.1,18.4,10.3,19.3,81.7,208.7,144.5,197.8,110.5,375.8,89.4,61.6,107.3,208.7
20240101GMG02,3.2,23.8,17.4,5.4,42.1,20.0,8.3,110.2,35.2,20.9,43.5,12.7,6.5,69.1,26.9,15.1,89.3,59.5,19.0,62.4
20240101GMG03,19.6,12.3,50.6,68.9,2.1,15.2,24.9,7.6,10.5,55.1,16.2,63.6,112.8,48.1,55.1,134.1,12.0,10.8,75.2,25.9
20240101GMG04,6.5,7.9,12.7,58.8,3.4,4.8,50.7,5.3,39.7,41.2,30.9,41.7,160.8,55.4,106.3,113.7,14.8,109.9,74.0,68.6
20240101GMG05,7.4,20.1,11.4,80.1,4.4,2.6,39.0,5.5,88.9,35.4,51.0,34.2,202.7,66.3,197.2,221.1,11.9,143.0,49.3,85.8
20240101GMG06,11.9,55.4,57.7,5.0,19.1,19.6,1.9,72.5,10.9,7.5,87.3,103.2,29.2,158.4,59.7,111.7,71.7,38.2,39.1,92.0
20240101GMG07,6.0,2.4,36.1,47.1,2.9,25.8,39.5,10.3,13.5,82.9,25.4,226.5,327.2,67.6,64.0,294.4,70.9,66.9,184.0,65.4
20240101GMG08,2.8,3.1,52.8,4.0,14.4,41.9,20.5,91.7,18.3,118.1,25.3,88.2,31.9,105.6,18.0,174.2,136.6,74.9,240.3,199.1
20240101GMG09,3.2,5.2,12.4,17.5,5.8,9.5,14.2,14.3,13.2,20.2,48.2,67.9,75.9,54.6,67.0,125.9,60.0,71.7,82.6,34.6
20240101GMG10,4.5,32.1,6.0,21.7,25.3,2.9,7.4,31.9,80.5,8.1,137.7,23.4,64.6,86.2,121.9,56.1,66.1,139.9,15.9,129.3
20240101GMG11,7.7,28.0,25.2,41.0,5.3,2.9,3.9,30.5,16.6,16.5,65.9,48.0,78.2,93.4,89.7,197.9,57.0,43.6,22.1,106.8
20240101GMG12,15.4,6.3,10.9,22.6,5.6,9.2,16.6,4.2,6.9,8.8,93.1,120.2,130.1,66.8,101.0,111.7,81.1,65.5,89.6,27.5
20240101TKN01,5.3,12.8,107.9,6.0,8.1,51.4,3.7,124.5,10.0,98.1,21.4,98.1,8.5,179.9,14.9,140.8,147.2,11.4,67.4,111.6
20240101TKN02,2.6,22.1,7.0,60.3,24.4,11.4,110.6,61.4,237.0,207.4,10.6,2.9,35.3,24.7,92.1,56.2,30.4,158.0,82.9,276.5
20240101TKN03,3.3,4.6,9.6,4.5,24.9,55.0,51.8,54.2,43.5,60.7,18.3,26.8,13.6,29.6,13.6,20.6,85.9,135.5,153.1,71.9
20240101TKN04,5.7,10.6,1.8,79.5,33.6,7.4,170.4,12.6,183.5,79.5,61.1,10.8,216.8,14.2,183.5,60.3,54.8,318.1,183.5,113.6
20240101TKN05,11.9,5.6,6.0,123.2,7.0,7.6,106.5,2.1,66.8,80.4,70.4,56.3,262.9,33.4,303.3,303.3,39.8,231.9,140.8,109.5
20240101TKN06,18.0,13.4,6.5,44.7,50.6,64.0,209.5,30.7,68.8,121.3,10.8,4.9,29.1,2.5,24.1,9.4,42.2,184.4,80.8,47.0
20240101TKN07,7.4,11.9,30.4,126.3,2.5,10.3,88.0,16.2,105.7,48.0,6.3,24.4,114.0,38.0,166.1,181.6,5.5,47.2,72.6,42.7
20240101TKN08,14.1,23.2,10.6,78.6,13.2,3.2,65.5,6.8,148.8,23.5,36.7,12.8,100.1,21.1,101.9,50.9,4.8,70.6,16.1,24.5
20240101TKN09,10.8,48.9,14.0,84.1,13.8,1.7,11.4,35.3,91.4,16.6,84.1,15.4,71.3,85.8,31.8,102.6,26.2,60.0,10.5,113.6
20240101TKN10,4.6,14.3,27.8,69.9,2.0,4.7,11.7,17.2,33.6,63.9,51.9,68.1,308.4,154.2,127.9,403.3,35.9,69.0,67.2,87.4
20240101TKN11,9.3,1.9,14.5,28.3,6.2,24.5,63.8,6.4,15.2,36.1,33.3,64.7,206.6,40.1,83.4,217.0,85.1,120.5,149.6,70.0
20240101TKN12,9.2,3.6,25.1,35.4,2.9,14.1,32.9,5.7,7.7,46.2,60.3,114.5,239.9,54.4,118.5,234.3,55.6,86.8,167.9,43.2
20240101TSU01,2.3,6.4,13.4,29.2,4.6,8.7,26.9,18.9,38.2,57.3,25.9,63.9,94.8,98.2,131.0,275.1,15.6,67.1,131.0,105.8
20240101TSU02,4.7,11.0,5.9,34.3,11.0,4.7,28.8,8.3,43.3,26.4,28.5,23.5,46.1,16.2,90.2,46.1,18.6,74.7,34.3,35.5
20240101TSU03,3.7,5.8,42.6,14.2,3.9,34.0,7.4,20.7,15.0,72.1,13.2,112.2,30.9,121.2,43.2,252.5,57.1,17.1,121.2,55.1
20240101TSU04,9.8,20.7,42.2,28.2,6.9,6.9,7.3,16.1,23.2,26.7,21.5,26.1,20.1,53.4,46.8,46.2,9.6,13.8,7.0,22.3
20240101TSU05,4.3,3.9,11.2,13.6,8.8,14.9,27.4,8.7,7.5,30.5,21.0,42.0,137.4,86.4,57.0,137.4,79.5,97.5,116.3,22.0
20240101TSU06,3.6,5.5,4.9,16.4,24.7,23.0,45.8,40.8,40.8,35.9,16.7,10.2,21.4,23.5,28.3,13.2,79.6,98.4,37.6,31.8
20240101TSU07,11.0,28.2,31.9,55.3,9.3,3.8,11.6,17.0,46.1,37.7,15.9,10.2,15.4,38.0,62.8,59.2,9.0,20.5,7.8,36.3
20240101TSU08,5.1,55.8,45.0,97.5,12.0,3.2,7.3,80.0,60.9,22.7,25.1,12.8,26.1,92.5,114.1,82.5,12.3,20.0,6.7,42.5
20240101TSU09,20.8,3.8,12.4,21.5,12.6,30.4,38.5,4.8,4.7,25.0,37.9,81.5,90.8,17.1,26.8,109.3,33.1,44.1,84.4,11.6
20240101TSU10,14.1,4.6,4.1,45.7,10.1,9.3,58.8,3.5,32.0,28.7,44.8,59.8,162.4,18.3,52.0,97.4,29.0,93.4,115.6,28.9
20240101TSU11,4.1,4.8,2.2,16.4,21.6,14.2,57.1,18.5,44.1,34.5,81.1,35.9,74.6,41.0,69.9,66.3,90.0,86.4,136.9,90.0
20240101TSU12,3.4,2.6,19.4,24.0,5.0,13.2,27.2,15.5,17.0,50.0,27.2,108.8,227.6,59.6,67.6,250.4,61.0,104.3,208.6,131.8
20240101NRT01,3.1,5.6,13.4,13.1,4.3,9.7,8.3,21.5,17.2,29.0,52.4,96.4,90.6,186.9,76.6,199.4,106.8,96.4,213.6,157.4
20240101NRT02,5.1,6.1,43.7,2.7,21.4,91.7,8.6,116.7,10.3,62.1,34.7,74.1,13.1,93.9,9.9,46.4,142.7,55.8,128.4,113.3
20240101NRT03,3.2,20.4,13.4,23.5,6.7,3.5,7.9,33.6,48.4,34.7,35.2,30.8,49.0,116.0,93.8,98.0,29.5,37.6,26.5,88.2
20240101NRT04,12.2,3.6,37.0,90.7,2.1,37.4,83.6,6.6,21.2,137.5,19.1,69.8,185.3,27.1,78.9,177.6,19.6,80.4,103.9,39.8
20240101NRT05,2.4,15.7,16.6,55.1,24.1,21.7,69.6,89.4,278.7,157.9,6.5,3.3,12.1,42.3,112.8,63.1,67.7,157.9,20.1,189.5
20240101NRT06,12.1,12.2,19.6,81.6,4.6,5.5,91.4,3.2,39.0,64.4,36.0,45.7,157.7,22.0,117.2,106.3,6.7,76.2,63.5,19.9
20240101NRT07,6.0,12.1,65.2,69.9,3.1,21.0,35.6,33.4,53.6,135.0,4.1,23.5,39.5,36.6,69.9,150.6,6.3,15.1,47.7,89.0
20240101NRT08,4.6,6.5,51.5,36.6,4.2,32.9,32.3,37.6,34.3,150.7,4.0,36.2,21.5,36.6,21.7,122.5,18.7,13.5,62.2,61.2
20240101NRT09,20.3,56.5,13.5,12.3,57.1,22.2,20.8,42.7,28.0,4.8,57.1,26.1,22.4,34.8,25.3,6.1,29.0,21.7,8.1,4.9
20240101NRT10,3.9,8.1,3.2,11.2,43.7,18.9,53.6,21.0,73.8,36.5,20.1,11.1,36.1,12.4,41.6,15.2,68.1,168.7,110.7,86.4
20240101NRT11,3.3,5.1,20.2,4.9,8.5,16.6,8.5,33.0,17.1,41.3,31.5,66.9,28.3,90.1,31.5,93.5,73.9,63.5,103.2,137.6
20240101NRT12,3.5,2.6,15.7,25.2,4.7,18.5,42.8,11.4,20.2,56.5,27.6,116.4,176.4,65.4,100.4,149.3,89.5,149.3,149.3,70.1
20240101MRG01,3.1,17.1,11.1,76.0,5.6,2.6,45.6,12.9,79.5,87.7,41.2,20.6,155.5,40.7,76.0,311.0,23.7,142.5,162.9,155.5
20240101MRG02,11.8,16.0,2.4,26.1,40.6,20.6,104.6,19.7,92.2,34.0,28.3,7.2,45.3,8.8,38.3,8.2,25.4,104.6,31.8,44.6
20240101MRG03,18.7,4.7,7.3,107.9,24.7,26.2,206.5,5.9,105.5,190.0,12.4,15.8,125.0,2.7,89.6,139.7,11.8,182.7,197.9,34.9
20240101MRG04,3.2,13.1,12.8,18.0,30.6,21.5,42.1,80.6,89.4,70.0,7.5,5.4,8.1,20.6,24.4,16.2,43.1,50.8,34.3,57.9
20240101MRG05,12.6,21.4,8.8,33.4,29.1,10.4,50.3,22.2,50.1,27.9,17.9,5.0,22.7,7.5,24.1,10.3,15.5,35.8,12.9,13.2
20240101MRG06,4.6,6.5,36.0,44.0,1.8,14.6,60.3,15.4,114.7,129.5,14.6,59.2,170.6,57.3,152.1,205.7,18.2,77.7,170.6,142.7
20240101MRG07,7.1,31.2,10.6,77.4,8.6,1.7,20.6,16.4,93.8,22.2,74.5,24.8,91.6,107.7,153.3,124.6,19.5,110.7,24.3,130.7
20240101MRG08,7.8,2.0,35.6,65.5,2.6,31.2,72.1,15.6,37.6,150.5,15.2,124.3,186.5,51.7,91.3,199.5,43.5,100.9,209.3,99.7
20240101MRG09,9.9,5.8,2.1,15.7,46.7,34.7,90.2,7.9,34.9,18.9,75.9,53.8,123.7,12.6,48.7,16.5,99.7,126.0,142.1,32.1
20240101MRG10,8.7,2.9,12.9,22.3,5.7,18.4,32.4,4.7,10.3,33.0,33.5,82.2,137.0,37.8,52.6,117.4,56.7,90.1,173.1,49.1
20240101MRG11,2.3,4.7,6.3,11.6,9.4,10.2,20.1,31.7,35.6,43.8,42.3,40.7,84.1,113.7,113.7,117.8,82.0,150.7,93.9,150.7
20240101MRG12,2.9,3.8,10.8,7.2,7.7,20.3,13.9,24.6,18.1,34.2,36.7,62.9,66.0,84.5,56.5,142.1,118.7,107.8,167.5,132.1
20240101KJM01,12.2,11.5,5.0,17.7,21.8,9.4,31.3,9.0,23.1,11.8,34.2,23.6,46.5,12.5,26.9,15.9,23.4,45.0,21.7,9.3
20240101KJM02,9.3,5.4,4.5,5.0,16.6,17.0,15.7,8.7,9.3,8.5,114.6,141.1,220.2,69.6,107.9,59.1,157.2,128.0,152.9,42.6
20240101KJM03,4.4,3.8,17.1,42.7,3.0,16.3,65.6,12.9,63.9,138.7,11.9,31.0,121.4,21.2,112.9,156.6,19.1,110.3,190.4,83.0
20240101KJM04,15.2,3.4,17.4,5.8,21.1,40.3,29.0,11.2,3.2,16.4,88.4,158.9,155.7,59.9,14.9,105.2,119.8,116.2,173.0,20.7
20240101KJM05,6.8,2.6,8.5,58.9,5.5,10.4,64.8,5.9,35.7,81.2,30.6,43.9,321.3,20.4,126.2,282.8,29.8,133.4,181.2,66.7
20240101KJM06,10.9,7.0,25.5,34.7,2.5,10.7,14.4,6.8,7.7,46.2,44.0,190.9,208.2,67.3,55.2,241.1,46.7,24.2,199.2,25.7
20240101KJM07,18.7,6.4,33.7,8.0,8.1,28.1,8.0,17.1,2.4,11.8,90.0,174.1,125.5,163.6,48.6,142.1,154.2,30.6,131.7,33.1
20240101KJM08,21.9,7.2,37.9,3.2,22.8,52.7,10.4,31.7,3.0,13.8,67.7,165.0,54.6,113.2,15.0,51.2,138.0,29.7,101.2,29.3
20240101KJM09,17.4,4.7,12.8,9.7,13.0,34.1,24.5,7.1,3.2,13.8,94.2,68.3,114.9,44.1,20.8,57.4,92.5,49.5,99.6,19.3
20240101KJM10,4.6,12.5,9.9,10.0,7.7,6.5,4.9,23.0,14.3,13.4,70.7,56.4,45.2,107.9,52.2,60.9,86.7,49.5,57.2,56.1
20240101KJM11,5.4,5.0,4.9,13.9,10.1,7.6,21.3,6.2,16.1,12.9,88.3,69.4,148.1,91.6,91.6,96.8,118.5,173.7,130.8,56.6
20240101KJM12,2.7,3.8,15.1,15.4,4.5,15.1,15.4,17.5,16.2,41.5,48.4,120.2,215.3,149.3,98.5,225.8,104.0,100.6,192.9,92.6
20240101MYJ01,4.5,9.0,4.1,23.6,11.2,4.7,26.2,8.7,17.8,11.6,93.0,54.8,133.4,58.4,120.3,77.6,82.9,120.3,87.6,45.4
20240101MYJ02,6.2,7.8,4.7,2.8,52.3,62.0,34.1,29.1,30.1,13.0,74.4,55.8,18.4,48.5,20.3,11.7,186.1,257.7,115.5,57.7
20240101MYJ03,5.9,4.0,15.0,37.2,30.2,47.9,149.0,52.1,104.3,260.8,3.2,10.2,35.0,6.6,20.7,68.4,19.9,71.9,112.8,56.4
20240101MYJ04,17.3,1.8,12.5,54.2,13.1,42.0,196.2,6.0,49.0,105.6,17.8,55.6,132.9,6.4,33.2,114.4,24.9,179.1,142.0,44.3
20240101MYJ05,6.4,25.3,28.0,136.4,4.4,2.9,54.0,20.6,89.5,124.5,14.2,10.8,81.8,52.0,136.4,114.6,5.3,68.2,34.9,92.4
20240101MYJ06,5.6,11.0,5.1,88.2,4.9,2.7,69.2,7.2,80.2,52.7,57.8,49.7,252.2,88.2,271.6,321.0,33.9,176.5,168.1,117.7
20240101MYJ07,4.3,15.9,28.3,7.4,8.2,17.6,3.4,44.0,13.0,24.5,32.1,60.4,16.7,100.6,44.7,61.6,56.4,21.3,37.0,64.9
20240101MYJ08,2.3,7.2,11.3,15.1,8.1,13.0,20.9,39.5,53.6,59.3,14.1,15.3,27.8,48.6,68.9,49.7,41.2,86.6,49.3,57.2
20240101MYJ09,4.2,4.4,16.9,49.2,3.0,9.5,23.1,9.8,16.1,47.9,38.3,95.8,127.7,76.6,123.1,137.9,43.1,47.2,118.9,80.2
20240101MYJ10,10.0,5.3,3.3,88.0,11.4,10.1,142.5,5.1,72.0,56.1,27.4,27.3,198.0,7.1,101.8,67.2,28.1,254.6,173.8,32.7
20240101MYJ11,欠場,2.9,16.2,23.4,欠場,欠場,欠場,2.5,3.5,26.6,欠場,欠場,欠場,20.4,22.8,66.7,欠場,欠場,欠場,12.9
20240101MYJ12,8.0,2.9,10.8,4.8,13.1,23.5,22.6,11.2,6.1,22.6,77.9,131.2,85.5,55.0,36.1,133.4,148.5,151.4,167.5,63.5
20240101TKY01,4.9,9.9,12.5,23.6,3.4,4.6,13.5,6.4,17.8,20.6,160.8,133.2,150.4,212.0,245.5,212.0,61.3,141.3,141.3,172.7
20240101TKY02,15.4,3.6,47.7,19.0,5.7,67.7,25.6,9.9,2.4,38.1,89.9,224.9,209.9,63.6,31.8,262.4,108.5,48.4,349.9,22.0
20240101TKY03,8.4,12.1,113.7,2.7,16.4,104.5,3.2,90.0,4.8,47.3,91.3,324.1,26.4,129.6,27.2,150.7,216.1,39.2,140.9,124.6
20240101TKY04,4.3,1.8,7.0,34.9,11.9,20.0,76.9,13.3,59.7,129.6,38.4,82.5,181.5,23.8,116.3,174.5,78.2,226.9,324.2,65.7
20240101TKY05,14.5,49.3,125.3,3.6,32.6,96.6,1.9,110.4,6.5,38.3,98.6,244.1,15.4,257.6,43.7,171.7,105.4,15.3,82.8,115.9
20240101TKY06,8.5,9.3,53.9,3.0,14.1,45.3,4.5,51.6,4.2,21.5,62.1,179.6,58.4,167.2,26.3,134.7,118.3,37.0,93.2,54.5
20240101TKY07,6.3,3.4,7.5,56.0,7.3,11.7,64.4,5.4,42.9,33.8,20.8,32.4,203.3,15.2,94.2,78.8,21.8,175.6,92.0,40.6
20240101TKY08,10.2,2.5,11.3,68.9,7.1,29.9,162.8,4.1,37.0,104.3,29.9,43.7,313.0,9.2,76.7,226.1,21.1,131.2,176.9,26.6
20240101TKY09,6.1,11.0,2.3,125.6,18.0,3.8,115.4,5.4,142.4,46.9,85.4,31.1,534.0,37.1,356.0,164.3,49.1,534.0,427.2,305.1
20240101TKY10,1.9,4.9,26.2,23.4,3.3,24.0,18.6,51.5,39.4,100.3,45.2,151.8,88.3,151.8,160.0,423.0,174.1,128.7,236.9,185.0
20240101TKY11,2.3,4.8,13.8,18.3,3.9,10.8,15.5,19.3,29.4,51.7,80.5,144.4,277.2,247.5,407.7,577.6,210.0,247.5,577.6,223.5
20240101TKY12,1.5,6.7,11.2,35.2,6.6,7.9,26.1,36.8,54.8,79.7,72.2,88.9,272.5,201.1,272.5,469.4,132.0,201.1,301.7,241.4
20240101SMS01,5.1,4.8,22.1,21.5,6.1,27.3,23.1,31.4,18.8,64.2,6.5,32.8,19.6,28.5,13.6,71.6,25.8,15.3,69.3,46.0
20240101SMS02,2.2,12.5,11.0,115.3,7.5,5.3,101.3,24.8,180.5,173.0,12.4,8.0,86.5,36.4,276.9,133.9,20.8,138.4,138.4,125.8
20240101SMS03,9.8,27.3,7.0,21.4,19.2,4.1,23.8,16.0,65.2,10.5,37.5,8.5,29.5,24.2,61.0,13.4,18.6,61.8,12.1,24.5
20240101SMS04,2.3,17.1,19.6,7.9,45.4,49.0,38.2,111.7,139.7,124.2,11.7,7.7,4.6,37.7,30.7,24.9,82.1,64.9,65.7,136.3
20240101SMS05,11.8,25.8,4.5,10.1,48.2,9.6,21.1,20.1,40.9,4.2,87.1,16.0,20.2,51.1,87.1,8.2,101.5,125.9,16.3,17.1
20240101SMS06,11.6,24.9,23.6,15.7,21.1,6.9,5.7,38.8,21.1,6.9,54.2,25.0,17.7,82.4,42.1,17.8,38.6,22.7,5.4,16.9
20240101SMS07,17.7,39.3,83.6,2.8,50.4,79.6,4.2,76.8,7.8,12.5,53.7,98.6,9.7,118.0,15.4,22.6,169.4,16.0,24.1,23.3
20240101SMS08,3.2,4.0,5.1,65.1,7.6,6.8,67.9,6.7,53.7,59.7,51.1,55.1,258.0,61.4,157.3,307.1,90.8,195.4,293.2,165.4
20240101SMS09,1.4,6.0,13.1,44.1,6.6,18.8,44.9,46.3,131.5,212.7,32.1,51.3,106.3,144.6,131.5,219.2,168.2,219.2,249.4,249.4
20240101SMS10,2.4,2.9,10.6,13.3,5.5,26.9,44.6,23.1,32.1,67.4,45.7,113.4,230.4,115.2,85.0,183.1,92.7,170.1,223.2,142.8
20240101SMS11,2.0,7.3,24.4,7.7,5.3,18.9,6.5,39.6,28.1,63.1,119.4,107.8,77.6,267.6,172.4,388.0,131.5,97.0,194.0,161.7
20240101SMS12,3.3,6.4,6.8,11.8,6.0,7.2,13.9,14.0,19.9,21.1,66.3,81.2,168.3,119.0,117.0,113.1,68.3,88.5,115.0,113.1
20240101WKM01,3.9,18.1,6.5,42.4,9.7,2.5,14.6,10.6,51.7,20.4,78.7,45.9,124.1,48.1,146.0,183.8,56.4,97.3,80.0,183.8
20240101WKM02,7.1,11.5,52.8,68.1,2.8,15.2,16.1,42.0,33.4,131.3,5.7,34.5,25.4,74.8,48.0,158.4,10.9,8.6,39.9,64.8
20240101WKM03,6.8,1.5,11.6,20.5,14.4,77.0,144.4,20.1,42.4,121.6,13.2,60.0,67.0,17.7,21.3,132.0,110.0,107.5,177.8,98.3
20240101WKM04,5.1,9.7,5.9,53.9,20.7,8.6,59.4,27.3,146.3,54.3,9.5,3.7,31.7,13.9,52.4,33.3,25.9,62.8,56.7,74.6
20240101WKM05,3.7,2.1,25.0,18.2,3.6,47.4,37.5,33.2,23.2,81.6,33.4,133.6,136.1,94.2,72.7,170.9,216.1,156.3,253.4,167.0
20240101WKM06,11.5,50.7,5.6,23.5,94.2,8.8,47.1,25.5,124.3,13.3,58.7,4.2,17.0,27.0,59.5,4.5,45.1,112.8,9.2,47.6
20240101WKM07,17.3,45.3,13.3,25.6,6.4,2.1,32.0,9.7,80.0,14.9,76.8,35.5,153.6,99.0,179.2,29.0,8.6,44.8,18.6,37.0
20240101WKM08,1.2,11.9,19.1,22.3,7.4,13.9,16.7,116.0,84.1,82.8,51.6,106.5,88.4,261.0,174.0,348.0,237.2,200.7,290.0,274.7
20240101WKM09,18.0,2.3,10.4,22.3,21.2,54.6,102.0,3.5,7.5,34.0,47.3,189.4,252.6,19.1,31.5,110.5,91.4,171.1,312.0,22.2
20240101WKM10,8.2,1.9,6.5,81.6,9.3,22.0,167.8,4.7,62.9,113.3,57.7,67.1,266.6,18.4,122.5,153.6,50.9,206.0,245.0,83.1
20240101WKM11,20.9,17.4,4.2,12.7,20.7,8.9,26.5,4.7,14.8,4.0,89.5,104.9,209.8,52.8,138.5,17.6,64.9,138.5,50.3,24.7
20240101WKM12,6.4,2.6,12.4,55.8,4.7,11.8,61.6,5.5,32.1,52.0,31.2,65.5,141.0,32.5,101.4,208.0,39.6,126.0,148.5,72.9
20240101ASY01,2.5,3.9,29.3,20.0,2.9,26.4,15.3,30.4,18.0,69.9,75.4,265.6,179.4,229.0,166.0,189.7,214.2,150.9,255.4,237.1
20240101ASY02,18.5,6.2,130.8,50.3,2.0,95.1,18.0,37.6,2.9,201.3,50.3,218.1,141.4,186.9,43.6,261.7,78.1,16.3,327.1,57.5
20240101ASY03,4.3,15.9,16.6,42.5,3.3,3.0,11.1,16.0,34.6,35.8,70.4,51.9,128.6,123.3,211.3,190.9,31.6,95.4,65.7,125.9
20240101ASY04,3.8,8.2,2.5,31.3,16.2,4.9,42.4,10.1,51.0,22.8,230.7,50.1,303.5,102.9,262.1,147.8,131.0,360.4,262.1,131.0
20240101ASY05,11.3,11.5,3.8,23.0,12.8,4.2,28.6,5.0,23.8,5.5,165.9,105.9,207.4,155.5,262.0,110.6,92.1,216.4,108.2,48.8
20240101ASY06,16.4,18.3,4.8,116.5,33.5,6.2,131.8,9.0,108.6,51.2,25.4,4.3,116.5,4.8,96.8,58.2,8.4,287.2,62.8,50.5
20240101ASY07,9.4,17.3,16.6,62.9,3.7,3.1,36.3,4.8,56.4,39.2,44.6,40.2,204.6,38.0,204.6,181.9,9.5,86.1,79.2,52.8
20240101ASY08,4.5,34.6,5.5,49.6,32.2,3.2,53.3,50.1,141.7,38.7,34.2,3.7,51.6,39.3,145.9,37.0,26.8,105.5,23.5,84.0
20240101ASY09,4.2,11.2,21.1,3.5,9.5,17.7,4.3,37.6,11.9,26.9,92.3,119.5,36.2,119.5,50.8,88.3,94.5,43.2,67.7,86.4
20240101ASY10,7.9,2.0,13.2,4.6,32.2,77.1,78.9,43.2,14.4,65.4,23.8,60.7,57.7,37.7,12.8,63.6,171.7,140.2,82.7,24.1
20240101ASY11,10.1,2.1,34.3,21.2,12.3,50.7,75.3,29.2,20.9,128.0,6.0,64.0,60.9,13.2,7.2,128.0,63.2,43.7,170.7,42.6
20240101ASY12,8.7,5.0,8.6,9.4,10.8,12.5,15.5,7.7,6.7,7.8,95.6,90.1,83.4,67.6,61.7,61.7,106.0,90.1,108.9,21.4
20240101OMR01,3.3,8.2,14.8,9.8,7.4,11.5,7.6,22.6,18.3,25.5,28.1,41.3,26.2,50.0,26.7,51.3,58.3,45.7,65.5,42.8
20240101OMR02,2.4,15.2,4.8,13.7,11.1,6.9,13.5,38.2,36.9,26.0,62.0,24.3,39.0,68.1,62.7,66.4,91.5,72.5,62.0,88.6
20240101OMR03,2.5,6.1,7.9,19.6,38.1,32.2,85.4,74.5,178.0,110.5,6.4,6.5,23.3,16.3,29.4,31.8,80.1,173.2,133.5,139.3
20240101OMR04,5.1,15.9,38.4,5.9,11.6,27.6,3.3,111.1,17.2,38.0,27.3,82.3,8.4,162.8,26.7,60.8,106.0,13.0,35.7,41.1
20240101OMR05,5.7,23.5,45.3,115.1,5.3,3.4,19.7,17.7,52.0,77.7,30.2,18.0,86.7,59.2,142.5,161.8,4.9,20.6,20.0,25.1
20240101OMR06,12.6,3.4,33.3,22.1,7.3,32.3,46.7,4.1,3.8,34.8,57.0,103.1,164.2,48.1,37.7,151.8,88.4,70.5,277.5,18.8
20240101OMR07,3.9,3.2,13.2,77.7,4.1,12.4,51.2,8.0,30.1,76.8,20.2,45.3,147.0,32.9,98.0,187.8,47.6,132.6,187.8,90.1
20240101OMR08,4.0,9.8,8.5,34.8,4.5,3.5,17.5,9.0,33.1,16.9,81.0,90.0,207.2,104.8,168.1,234.4,69.0,132.9,162.0,146.0
20240101OMR09,2.9,12.1,3.8,20.4,16.3,4.6,25.5,33.1,54.8,28.1,42.4,13.2,66.1,56.6,76.2,72.5,55.3,113.3,80.9,102.5
20240101OMR10,5.6,4.4,4.0,34.9,12.7,8.1,62.3,6.0,57.5,27.7,44.8,31.6,160.4,14.9,85.5,62.0,38.6,221.3,116.7,43.6
20240101OMR11,3.4,4.0,12.6,6.2,8.5,16.0,9.3,23.9,15.9,39.8,43.1,52.7,44.4,93.9,47.9,136.2,113.3,93.2,137.7,103.6
20240101OMR12,3.9,4.7,12.2,16.1,4.1,10.6,11.6,22.1,15.5,39.0,26.0,58.0,52.3,89.7,66.3,116.8,68.3,46.1,102.1,71.4
20240102KRY01,6.9,22.8,13.8,14.2,14.7,6.0,8.7,25.3,25.9,8.5,39.9,17.6,15.9,46.2,46.7,22.1,25.0,29.9,9.3,20.2
